Fabric Code,Name,Safety Lock,Min Alert Qty,Delivery Days,Per Yard Retail Price,Discontinue,Active,Vendor,UPC
PRTW-D27-FB,"Panama Printed Cotton Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
PRTW-D28-FB,"Marabella Printed Cotton Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
PRTW-D29A-FB,"Tide Sands Printed Cotton Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
PRTW-D29B-FB,"Tide Pools Printed Cotton Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
PRTW-D30-FB,"Picante Stripes Printed Cotton Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
PRTW-D31-FB,"Cabana Spice Printed Cotton Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
PRTW-D32-FB,"Cabana Teal Printed Cotton Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
PRTW-D33-FB,"Cabana Yellow Printed Cotton Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
PTCH-JTSP001-FB,"Azul Faux Silk Taffeta Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
PTCH-JTSP003-FB,"Mediterranean Faux Solid Taffeta Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
PTCH-JTSP005-FB,"Graphite Faux Silk Taffeta Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
PTCH-JTSP100-FB,"Fern Faux Silk Taffeta Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
PTCH-JTSP102-FB,"Dahlia Faux Silk Taffeta Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
PTCH-JTSP104-FB," Rum Raisin Faux Silk Taffeta Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
PTCH-JTSP1066-FB,"Syrah Faux Silk Taffeta Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
PTCH-JTSP112-FB,"Platinum Faux Silk Taffeta Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
PTCH-JTSP120-FB,"Eggshell Faux Silk Taffeta Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
PTCH-JTSP130907-FB,"Antique Beige Faux Silk Taffeta Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
PTCH-JTSP190912-FB,"Java Faux Silk Taffeta Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
PTCH-JTSP194010-FB,"Navy Blue Faux Silk Taffeta Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
PTCH-JTSP202-FB,"Flamingo Pink  Faux Silk Taffeta Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
PTCH-JTSP203-FB,"Fuchsia Rose Faux Silk Taffeta Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
PTCH-JTSP204--FB,"Hollywood Red Faux Silk Taffeta Fabric","0","50","0","0.0000","No","Yes","Sierra","",""
PTCH-JTSP205-FB,"Harvest Orange Faux Silk Taffeta Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
PTCH-JTSP206-FB,"Gold Nugget Faux Silk Taffeta Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
PTCH-JTSP207-FB,"Wisteria Blue Faux Silk Taffeta Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
PTCH-JTSP208-FB,"Emerald Green Faux Silk Taffeta Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
PTCH-JTSP209-FB,"Copper Brown Faux Silk Taffeta Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
PTCH-JTSP27-FB,"Mushroom Faux Silk Taffeta Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
PTCH-JTSP29-FB,"White Faux Silk Taffeta Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
PTCH-JTSP41-FB,"Jet Black Faux Silk Taffeta Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
PTCH-JTSP5-FB,"Robins Egg Faux Silk Taffeta Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
PTCH-JTSP54-FB,"Honey Faux Silk Taffeta Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
PTCH-JTSP87-FB,"Paprika Faux Silk Taffeta Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
PTSCH-11082-FB,"Verona Faux Silk Taffeta Stripe Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
PTSCH-11083-FB,"Regency Faux Silk Taffeta Stripe Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
PTSCH-11087-FB,"Catalina Faux Silk Taffeta Stripe Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
PTSCH-11089-FB,"Presidio Faux Silk Taffeta Stripe Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
PTSCH-11091-FB,"Annabelle Faux Silk Taffeta Stripe Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
PTSCH-11093-FB,"Crockett Faux Silk Taffeta Stripe Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
PTSCH-11095-FB,"Rialto Faux Silk Taffeta Stripe Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
PTSCH-11096-FB,"Hampton Faux Silk Taffeta Stripe Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
PTSCH-11098-FB,"Orinda Faux Silk Taffeta Stripe Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
PTSCH-11100-FB,"Millazo Faux Silk Taffeta Stripe Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
PTSCH-12012-FB,"Marin Faux Silk Taffeta Stripe Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
PTSCH-13400-FB," Park Ave Faux Silk Taffeta Stripe Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
PTSCH-13401-FB,"Roxbury Faux Silk Taffeta Stripe Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
PTSCH-13402-FB,"Orleans Faux Silk Taffeta Stripe Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
PTSCH-13403-FB," Bergamo Faux Silk Taffeta Stripe Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
PTSCH-13404-FB,"Bijoux Faux Silk Taffeta Stripe Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
PTSCH-32012-FB,"Sake Faux Silk Taffeta Stripe Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
PTSCH-42012-FB,"Burma Faux Silk Taffeta Stripe Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
PTSCH-52012-FB,"Mirage Faux Silk Taffeta Stripe Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
PTSCH-72012-FB,"Kaleidoscope Faux Silk Taffeta Stripe Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
PTSCH-SLK211-FB,"Manchester Faux Silk Taffeta Stripe Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
PTSCH-SLK218-FB,"Cappuccino Faux Silk Taffeta Stripe Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
SH-ORG12-FB,"Ivory Silk Organza Sheer Fabric","0","0","0","0.0000","No","Yes","Star","",""
SH-ORG2-FB,"Cream Silk Organza Sheer Fabric","0","0","0","0.0000","No","Yes","Star","",""
SH-ORG48-FB,"Grey Silk Organza Sheer Fabric","0","0","0","0.0000","No","Yes","Star","",""
SHCH-VOL1-FB,"Solid White Double Wide Voile Poly Sheer Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
SHCH-VOL3-FB,"Solid Off White Double Wide Voile Poly Sheer Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
SS-SBN11-FB,"Brown Gold Thai Silk Fabric","6","9","10","15.5300","No","Yes","Star","",""
SS-SBR13-FB,"Bold Red Thai Silk Fabric","8","6","15","7.5900","No","Yes","Star","",""
SS-SCB01-FB,"Chocolate Brown Thai Silk Fabric","30","0","2","5.2200","No","Yes","Sierra","",""
SS-SCY22-FB,"Cayenne Thai Silk Fabric","40","0","2","6.2200","No","Yes","Sierra","",""
SS-SG05-FB,"Sage Green Thai Silk Fabric","50","0","2","3.3300","No","Yes","Sierra","",""
SS-SG17-FB,"Silver Grey Thai Silk Fabric","60","0","2","6.6600","No","Yes","Sierra","",""
SS-SGD21-FB,"Gold Dust Thai Silk Fabric","70","0","2","9.9900","No","Yes","Sierra","",""
SS-SMB19-FB,"Midnight Black Thai Silk Fabric","80","0","2","1.4500","No","Yes","Sierra","",""
SS-SMR04-FB,"Merlot Thai Silk Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
SS-SPW28-FB,"Pearl White Thai Silk Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
SS-SSB02-FB,"Sea Blue Thai Silk Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
SS-STG16-FB,"Taupe Gold Thai Silk Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
SSRW-LF935-FB,"Cancun Sand Raw Silk Fabric","0","0","0","0.0000","No","Yes","Star","",""
SSRW-LF951-FB,"Sandalwood Raw Silk Fabric","0","0","0","0.0000","No","Yes","Star","",""
SSRW-LF952-FB,"Coconut Raw Silk Fabric","0","0","0","0.0000","No","Yes","Star","",""
SSRW-LF953-FB,"Terracotta Raw Silk Fabric","0","0","0","0.0000","No","Yes","Star","",""
SSRW-LF954-FB,"Cabo Mist Raw Silk Fabric","0","0","0","0.0000","No","Yes","Star","",""
SSRW-LF956-FB,"Spanish Moss Raw Silk Fabric","0","0","0","0.0000","No","Yes","Star","",""
SSRW-LF959-FB,"Cozumel Blue Raw Silk Fabric","0","0","0","0.0000","No","Yes","Star","",""
SSTF-1-FB,"White Satin Silk Taffeta Fabric","0","0","0","0.0000","No","Yes","Star","",""
SSTF-2-FB,"Creme Parfait Silk Taffeta Fabric","0","0","0","0.0000","No","Yes","Star","",""
SSTF-3-FB,"Dijon Gold Silk Taffeta Fabric","0","0","0","0.0000","No","Yes","Star","",""
SSTF-4-FB,"Nickel Silk Taffeta Fabric","0","0","0","0.0000","No","Yes","Star","",""
SSTF-5-FB,"Tahitian Teal Silk Taffeta Fabric","0","0","0","0.0000","No","Yes","Star","",""
SSTF-6-FB,"Chambord Silk Taffeta Fabric","0","0","0","0.0000","No","Yes","Star","",""
SSTF-7-FB,"Scarlet Silk Taffeta Fabric","0","0","0","0.0000","No","Yes","Star","",""
SSTF-8-FB,"Cognac Silk Taffeta Fabric","0","0","0","0.0000","No","Yes","Star","",""
testcode,"testingFB","0","0","0","0.0000","No","Yes","Sierra","",""
VCCH-VET1201-FB,"British Tan Vintage Cotton Velvet Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
VCCH-VET12010-FB,"Ebony Black Vintage Cotton Velvet Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
VCCH-VET1202-FB,"Chinchilla Grey Vintage Cotton Velvet Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
VCCH-VET1203-FB,"Claret Red Vintage Cotton Velvet Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
VCCH-VET1204-FB,"Majestic Plum Vintage Cotton Velvet Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
VCCH-VET1205-FB,"Indigo Blue Vintage Cotton Velvet Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
VCCH-VET1206-FB,"Kona Brown Vintage Cotton Velvet Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
VCCH-VET1207-FB,"Old Gold Vintage Cotton Velvet Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
VCCH-VET1208-FB,"Burnt Olive Vintage Cotton Velvet Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
VCCH-VET1209-FB,"Iron Grey Vintage Cotton Velvet Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
VPCH-110602-FB,"Signature Off White Blackout Velvet Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
VPCH-120601-FB,"Signature Ivory Blackout Velvet Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
VPCH-141113-FB,"Signature Wheat Blackout Velvet Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
VPCH-145002-FB,"Signature Silver Grey Blackout Velvet Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
VPCH-184005-FB,"Signature Natural Grey Blackout Velvet Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
VPCH-190622-FB,"Signature Hunter Green Blackout Velvet Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
VPCH-190912-FB,"Signature Java Blackout Velvet Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
VPCH-192018-FB,"Signature Burgundy Blackout Velvet Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
VPCH-192315-FB,"Signature Eggplant Blackout Velvet Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
VPCH-194007-FB,"Signature Warm Black Blackout Velvet Fabric","0","0","0","0.0000","No","Yes","Sierra","",""
VPCH-194023-FB,"Signature Midnight Blue Blackout Velvet Fabric","0","0","0","0.0000","No","Yes","Sierra","",""

