SKU,UPC,Inventory On Hand, Livermore,Atlanta,Safety Lock Qty,Avilable For Channel Sales,Avilable For HPD Website,Hemming Allowed
VPCH-184005-GRBO,"","459","","","0","0","0","Y"
VPCH-184005-84-GRBO,"610395222033","24","24","0","0","459","459","N"
VPCH-184005-96-GRBO,"610395222064","228","228","0","0","435","435","N"
VPCH-184005-108-GRBO,"610395222040","149","149","0","0","207","207","N"
VPCH-184005-120-GRBO,"610395222057","58","58","0","0","58","58","N"
VPCH-110602-GRBO,"","544","","","0","0","0","Y"
VPCH-110602-84-GRBO,"610395221913","77","77","0","5","524","524","N"
VPCH-110602-96-GRBO,"610395221944","165","165","0","5","452","452","N"
VPCH-110602-108-GRBO,"610395221920","199","199","0","5","292","292","N"
VPCH-110602-120-GRBO,"610395221937","103","103","0","5","98","98","N"
SHCH-VOL3-DLSW,"","413","","","0","0","0","N"
SHCH-VOL3-84-DLSW,"799665834463","79","0","79","0","79","79","N"
SHCH-VOL3-96-DLSW,"799665834470","122","0","122","0","122","122","N"
SHCH-VOL3-108-DLSW,"799665834487","136","0","136","0","136","136","N"
SHCH-VOL3-120-DLSW,"799665834494","76","0","76","0","76","76","N"
SHCH-VOL3-DL-CUS,"799418015491","0","0","0","0","0","0","N"
VPCH-145002-GRBO,"","41","","","0","0","0","Y"
VPCH-145002-84-GRBO,"610395221999","0","0","0","5","31","31","N"
VPCH-145002-96-GRBO,"610395222026","0","0","0","5","31","31","N"
VPCH-145002-108-GRBO,"610395222002","0","0","0","5","31","31","N"
VPCH-145002-120-GRBO,"610395222019","41","41","0","5","36","36","N"
VPCH-194007-GRBO,"","711","","","0","0","0","Y"
VPCH-194007-84-GRBO,"610395222231","88","88","0","5","691","691","N"
VPCH-194007-96-GRBO,"610395222262","266","266","0","5","608","608","N"
VPCH-194007-108-GRBO,"610395222248","255","255","0","5","347","347","N"
VPCH-194007-120-GRBO,"610395222255","102","102","0","5","97","97","N"
SHCH-VOL1-DLSW,"","196","","","0","0","0","N"
SHCH-VOL1-84-DLSW,"799665834425","0","0","0","0","0","0","N"
SHCH-VOL1-96-DLSW,"799665834432","42","0","42","0","42","42","N"
SHCH-VOL1-108-DLSW,"799665834449","96","0","96","0","96","96","N"
SHCH-VOL1-120-DLSW,"799665834456","70","0","70","0","70","70","N"
SHCH-VOL1-DL-CUS,"799418015460","0","0","0","0","0","0","N"
DIS-ID511,"","100","","","0","0","0","Y"
DIS-ID511-84,"610395233558","0","0","0","5","85","85","N"
DIS-ID511-96,"610395233565","47","0","47","5","90","90","N"
DIS-ID511-108,"610395233534","53","0","53","5","48","48","N"
DIS-ID511-120,"610395233541","0","0","0","5","0","0","N"
DIS-ID511-CUS,"799665811006","0","0","0","0","0","0","N"
DIS-ID511-SW,"799665811013","29","29","0","0","29","29","N"
SS-SG17,"799665819804","0","0","0","0","0","0","N"
DS-D42012,"","0","","","0","0","0","Y"
DS-D42012-84,"799665817374","0","0","0","5","0","0","N"
DS-D42012-96,"799665817381","0","0","0","5","0","0","N"
DS-D42012-108,"799665817404","0","0","0","5","0","0","N"
DS-D42012-120,"799665817398","0","0","0","5","0","0","N"
DS-D42012-CUS,"799665817411","0","0","0","0","0","0","N"
DS-D42012-SW,"799665816520","34","34","0","0","34","34","N"
SSRW-LF956,"","53","","","0","0","0","Y"
SSRW-LF956-84,"799665811983","0","0","0","0","53","53","N"
SSRW-LF956-96,"799665811990","21","21","0","0","53","53","N"
SSRW-LF956-108,"799665811969","32","32","0","0","32","32","N"
SSRW-LF956-120,"799665811976","0","0","0","0","0","0","N"
SSRW-LF956-CUS,"799665812003","0","0","0","0","0","0","N"
SSRW-LF956-SW,"799665812010","35","35","0","0","35","35","N"
DIS-ID20,"","90","","","0","0","0","Y"
DIS-ID20-84,"610395223269","0","0","0","5","80","80","N"
DIS-ID20-96,"610395223276","0","0","0","5","80","80","N"
DIS-ID20-108,"610395223283","90","0","90","5","85","85","N"
DIS-ID20-120,"610395223290","0","0","0","5","0","0","N"
DIS-ID20-CUS,"797734449136","0","0","0","0","0","0","N"
DIS-ID20-SW,"799665810894","30","30","0","0","30","30","N"
SSTF-5,"","0","","","0","0","0","N"
SSTF-5-84,"610395233572","0","0","0","0","0","0","N"
SSTF-5-96,"610395233589","0","0","0","0","0","0","N"
SSTF-5-108,"610395233596","0","0","0","0","0","0","N"
SSTF-5-120,"610395233602","0","0","0","0","0","0","N"
SSTF-5-CUS,"797734448955","0","0","0","0","0","0","N"
SSTF-5-SW,"797734448962","31","31","0","0","31","31","N"
DS-EMBS201314,"","0","","","0","0","0","Y"
DS-EMBS201314-84,"799665821876","0","0","0","5","0","0","N"
DS-EMBS201314-96,"799665821883","0","0","0","5","0","0","N"
DS-EMBS201314-108,"799665821906","0","0","0","5","0","0","N"
DS-EMBS201314-120,"799665821890","0","0","0","5","0","0","N"
DS-EMBS201314-CUS,"799665821913","0","0","0","0","0","0","N"
DS-EMBS201314-SW,"799665821937","34","34","0","0","34","34","N"
SS-STG16,"","0","","","0","0","0","Y"
SS-STG16-84,"799665820022","0","0","0","5","0","0","N"
SS-STG16-96,"799665820039","0","0","0","5","0","0","N"
SS-STG16-108,"799665820053","0","0","0","5","0","0","N"
SS-STG16-120,"799665820046","0","0","0","5","0","0","N"
SS-STG16-CUS,"799665811266","0","0","0","0","0","0","N"
SS-STG16-SW,"799665811273","33","33","0","0","33","33","N"
PTFFLK-C25,"","224","","","0","0","0","Y"
PTFFLK-C25-84,"799418012131","36","0","36","20","150","150","N"
PTFFLK-C25-96,"799418012148","76","0","76","20","134","134","N"
PTFFLK-C25-108,"799418012155","85","0","85","20","78","78","N"
PTFFLK-C25-120,"799418012162","27","0","27","14","13","13","N"
PTFFLK-C25-CUS,"799418012186","0","0","0","0","0","0","N"
PTFFLK-C25-SW,"799418012179","33","33","0","0","33","33","N"
SSRW-LF953,"","0","","","0","0","0","Y"
SSRW-LF953-84,"799665811860","0","0","0","5","0","0","N"
SSRW-LF953-96,"799665811877","0","0","0","5","0","0","N"
SSRW-LF953-108,"799665811846","0","0","0","5","0","0","N"
SSRW-LF953-120,"799665811853","0","0","0","5","0","0","N"
SSRW-LF953-CUS,"799665811884","0","0","0","0","0","0","N"
SSRW-LF953-SW,"799665811891","31","31","0","0","31","31","N"
DS-SSL28,"","0","","","0","0","0","Y"
DS-SSL28-84,"799665818036","0","0","0","5","0","0","N"
DS-SSL28-96,"799665818043","0","0","0","5","0","0","N"
DS-SSL28-108,"799665818067","0","0","0","5","0","0","N"
DS-SSL28-120,"799665818050","0","0","0","5","0","0","N"
DS-SSL28-CUS,"799665818074","0","0","0","0","0","0","N"
DS-SSL28-SW,"799665816780","0","0","0","0","0","0","N"
DS-EMBS201312,"","0","","","0","0","0","Y"
DS-EMBS201312-84,"799665821715","0","0","0","5","0","0","N"
DS-EMBS201312-96,"799665821722","0","0","0","5","0","0","N"
DS-EMBS201312-108,"799665821746","0","0","0","5","0","0","N"
DS-EMBS201312-120,"799665821739","0","0","0","5","0","0","N"
DS-EMBS201312-CUS,"799665821753","0","0","0","0","0","0","N"
DS-EMBS201312-SW,"799665821777","32","32","0","0","32","32","N"
DS-EMBS201319,"","-1","","","0","0","0","Y"
DS-EMBS201319-84,"799665822279","0","0","0","5","0","0","N"
DS-EMBS201319-96,"799665822286","0","0","0","5","0","0","N"
DS-EMBS201319-108,"799665822309","0","0","0","5","0","0","N"
DS-EMBS201319-120,"799665822293","0","0","0","5","0","0","N"
DS-EMBS201319-CUS,"799665822316","0","0","0","0","0","0","N"
DS-EMBS201319-SW,"799665822330","34","34","0","0","34","34","N"
DS-EMBS20132,"","0","","","0","0","0","Y"
DS-EMBS20132-84,"799665820916","0","0","0","0","0","0","N"
DS-EMBS20132-96,"799665820923","0","0","0","0","0","0","N"
DS-EMBS20132-108,"799665820947","0","0","0","0","0","0","N"
DS-EMBS20132-120,"799665820930","0","0","0","0","0","0","N"
DS-EMBS20132-CUS,"799665820954","0","0","0","0","0","0","N"
DS-EMBS20132-SW,"799665820978","35","35","0","0","35","35","N"
DS-TF926,"","0","","","0","0","0","Y"
DS-TF926-84,"799665817558","0","0","0","5","0","0","N"
DS-TF926-96,"799665817565","0","0","0","5","0","0","N"
DS-TF926-108,"799665817589","0","0","0","5","0","0","N"
DS-TF926-120,"799665817572","0","0","0","5","0","0","N"
DS-TF926-CUS,"799665817596","0","0","0","0","0","0","N"
DS-TF926-SW,"799665816841","34","34","0","0","34","34","N"
DS-DUPST1,"","0","","","0","0","0","Y"
DS-DUPST1-84,"799665817138","0","0","0","5","0","0","N"
DS-DUPST1-96,"799665817145","0","0","0","5","0","0","N"
DS-DUPST1-108,"799665817169","0","0","0","5","0","0","N"
DS-DUPST1-120,"799665817152","0","0","0","5","0","0","N"
DS-DUPST1-CUS,"799665817176","0","0","0","0","0","0","N"
DS-DUPST1-SW,"799665816582","32","32","0","0","32","32","N"
PTSCH-11082,"","0","","","0","0","0","Y"
PTSCH-11082-84,"610395223344","0","0","0","5","0","0","N"
PTSCH-11082-96,"610395223351","0","0","0","10","0","0","N"
PTSCH-11082-108,"610395223368","0","0","0","10","0","0","N"
PTSCH-11082-120,"610395223375","0","0","0","10","0","0","N"
PTSCH-11082-CUS,"799665815646","0","0","0","0","0","0","N"
PTSCH-11082-SW,"799665815653","156","156","0","0","156","156","N"
SSTF-1,"","0","","","0","0","0","N"
SSTF-1-84,"610395233770","0","0","0","0","0","0","N"
SSTF-1-96,"610395233787","0","0","0","0","0","0","N"
SSTF-1-108,"610395233794","0","0","0","0","0","0","N"
SSTF-1-120,"610395233800","0","0","0","0","0","0","N"
SSTF-1-CUS,"797734448894","0","0","0","0","0","0","N"
SSTF-1-SW,"797734448900","35","35","0","0","35","35","N"
DS-D12012,"","0","","","0","0","0","Y"
DS-D12012-84,"799665817312","0","0","0","5","0","0","N"
DS-D12012-96,"799665817329","0","0","0","5","0","0","N"
DS-D12012-108,"799665817343","0","0","0","5","0","0","N"
DS-D12012-120,"799665817336","0","0","0","5","0","0","N"
DS-D12012-CUS,"799665817350","0","0","0","0","0","0","N"
DS-D12012-SW,"799665816483","35","35","0","0","35","35","N"
DS-D32012,"","0","","","0","0","0","Y"
DS-D32012-84,"799665818579","0","0","0","5","0","0","N"
DS-D32012-96,"799665818586","0","0","0","5","0","0","N"
DS-D32012-108,"799665818609","0","0","0","5","0","0","N"
DS-D32012-120,"799665818593","0","0","0","5","0","0","N"
DS-D32012-CUS,"799665818616","0","0","0","0","0","0","N"
DS-D32012-SW,"799665816506","35","35","0","0","35","35","N"
DIS-ID7906,"","227","","","0","0","0","Y"
DIS-ID7906-84,"797734450095","28","0","28","5","207","207","N"
DIS-ID7906-96,"797734450101","92","63","29","5","184","184","N"
DIS-ID7906-108,"797734450118","68","68","0","5","97","97","N"
DIS-ID7906-120,"797734450125","39","39","0","5","34","34","N"
DIS-ID7906-CUS,"799665811082","0","0","0","0","0","0","N"
DIS-ID7906-SW,"799665811099","7","7","0","0","7","7","N"
DS-MDSTK2,"","0","","","0","0","0","Y"
DS-MDSTK2-84,"799665817855","0","0","0","5","0","0","N"
DS-MDSTK2-96,"799665817862","0","0","0","5","0","0","N"
DS-MDSTK2-108,"799665817886","0","0","0","5","0","0","N"
DS-MDSTK2-120,"799665817879","0","0","0","5","0","0","N"
DS-MDSTK2-CUS,"799665817893","0","0","0","0","0","0","N"
DS-MDSTK2-SW,"799665816667","35","35","0","0","35","35","N"
BN-SBN11VET1206,"","-2","","","0","0","0","N"
BN-SBN11VET1206-84,"799665820589","0","0","0","5","0","0","N"
BN-SBN11VET1206-96,"799665820596","0","0","0","5","0","0","N"
BN-SBN11VET1206-108,"799665820619","0","0","0","5","0","0","N"
BN-SBN11VET1206-120,"799665820602","0","0","0","5","0","0","N"
BN-SBN11VET1206-CUS,"799665811563","0","0","0","0","0","0","N"
BN-SCY22VET1206,"","0","","","0","0","0","N"
BN-SCY22VET1206-84,"799665820688","0","0","0","0","0","0","N"
BN-SCY22VET1206-96,"799665820695","0","0","0","0","0","0","N"
BN-SCY22VET1206-108,"799665820718","0","0","0","0","0","0","N"
BN-SCY22VET1206-120,"799665820701","0","0","0","0","0","0","N"
BN-SCY22VET1206-CUS,"799665811600","0","0","0","0","0","0","N"
BN-SMR04VET1206,"","-1","","","0","0","0","N"
BN-SMR04VET1206-84,"799665820732","0","0","0","0","0","0","N"
BN-SMR04VET1206-96,"799665820749","0","0","0","0","0","0","N"
BN-SMR04VET1206-108,"799665820763","0","0","0","0","0","0","N"
BN-SMR04VET1206-120,"799665820756","0","0","0","0","0","0","N"
BN-SMR04VET1206-CUS,"799665811624","0","0","0","0","0","0","N"
BN-SMB19VET1206,"","0","","","0","0","0","N"
BN-SMB19VET1206-84,"799665820787","0","0","0","0","0","0","N"
BN-SMB19VET1206-96,"799665820794","0","0","0","0","0","0","N"
BN-SMB19VET1206-108,"799665820817","0","0","0","0","0","0","N"
BN-SMB19VET1206-120,"799665820800","0","0","0","0","0","0","N"
BN-SMB19VET1206-CUS,"799665811648","0","0","0","0","0","0","N"
BN-SPW28VET1206,"","0","","","0","0","0","N"
BN-SPW28VET1206-84,"799665820480","0","0","0","0","0","0","N"
BN-SPW28VET1206-96,"799665820497","0","0","0","0","0","0","N"
BN-SPW28VET1206-108,"799665820510","0","0","0","0","0","0","N"
BN-SPW28VET1206-120,"799665820503","0","0","0","0","0","0","N"
BN-SPW28VET1206-CUS,"799665811525","0","0","0","0","0","0","N"
BN-SG17VET1206,"","-1","","","0","0","0","N"
BN-SG17VET1206-84,"799665820534","0","0","0","0","0","0","N"
BN-SG17VET1206-96,"799665820541","0","0","0","0","0","0","N"
BN-SG17VET1206-108,"799665820565","0","0","0","0","0","0","N"
BN-SG17VET1206-120,"799665820558","0","0","0","0","0","0","N"
BN-SG17VET1206-CUS,"799665811549","0","0","0","0","0","0","N"
BN-STG16VET1206,"","0","","","0","0","0","N"
BN-STG16VET1206-84,"799665820633","0","0","0","0","0","0","N"
BN-STG16VET1206-96,"799665820640","0","0","0","0","0","0","N"
BN-STG16VET1206-108,"799665820664","0","0","0","0","0","0","N"
BN-STG16VET1206-120,"799665820657","0","0","0","0","0","0","N"
BN-STG16VET1206-CUS,"799665811587","0","0","0","0","0","0","N"
SS-CYO-RU,"799418018904","0","0","0","0","0","0","N"
SS-SBR13-RU,"","-3","","","0","0","0","Y"
SS-SBR13-84-RU,"799665812188","0","0","0","5","0","0","N"
SS-SBR13-96-RU,"799665812195","0","0","0","5","0","0","N"
SS-SBR13-108-RU,"799665812164","0","0","0","5","0","0","N"
SS-SBR13-120-RU,"799665812171","0","0","0","5","0","0","N"
SS-SBR13-RU-CUS,"799665811372","0","0","0","0","0","0","N"
SS-SBN1-RU,"","-2","","","0","0","0","Y"
SS-SBN1-84-RU,"799665812461","0","0","0","5","0","0","N"
SS-SBN1-96-RU,"799665812478","0","0","0","5","0","0","N"
SS-SBN1-108-RU,"799665812447","0","0","0","5","0","0","N"
SS-SBN1-120-RU,"799665812454","0","0","0","5","0","0","N"
SS-SBN1-RU-CUS,"799665811518","0","0","0","0","0","0","N"
SS-SCY22-RU,"","0","","","0","0","0","Y"
SS-SCY22-84-RU,"799665812140","0","0","0","5","0","0","N"
SS-SCY22-96-RU,"799665812157","0","0","0","5","0","0","N"
SS-SCY22-108-RU,"799665812126","0","0","0","5","0","0","N"
SS-SCY22-120-RU,"799665812133","0","0","0","5","0","0","N"
SS-SCY22-RU-CUS,"799665811365","0","0","0","0","0","0","N"
SS-SCB01-RU,"","-1","","","0","0","0","Y"
SS-SCB01-84-RU,"799665812508","0","0","0","5","0","0","N"
SS-SCB02-96-RU,"799665812515","0","0","0","5","0","0","N"
SS-SCB03-108-RU,"799665812485","0","0","0","5","0","0","N"
SS-SCB04-120-RU,"799665812492","0","0","0","5","0","0","N"
SS-SCB04-RU-CUS,"799665811389","0","0","0","0","0","0","N"
PTCH-120-RU,"","0","","","0","0","0","Y"
PTCH-120-84-RU,"797734457032","0","0","0","5","0","0","N"
PTCH-120-96-RU,"797734457049","0","0","0","5","0","0","N"
PTCH-120-108-RU,"797734457056","0","0","0","5","0","0","N"
PTCH-120-120-RU,"797734457063","0","0","0","5","0","0","N"
PTCH-1-20-RU-CUS,"799665831967","0","0","0","0","0","0","N"
SS-SGD21-RU,"","0","","","0","0","0","Y"
SS-SGD21-84-RU,"799665812348","0","0","0","0","0","0","N"
SS-SGD21-96-RU,"799665812355","0","0","0","0","0","0","N"
SS-SGD21-108-RU,"799665812324","0","0","0","0","0","0","N"
SS-SGD21-120-RU,"799665812331","0","0","0","0","0","0","N"
SS-SGD21-RU-CUS,"799665811419","0","0","0","0","0","0","N"
SS-SMR04-RU,"","0","","","0","0","0","Y"
SS-SMR04-84-RU,"799665812225","0","0","0","0","0","0","N"
SS-SMR04-96-RU,"799665812232","0","0","0","0","0","0","N"
SS-SMR04-108-RU,"799665812201","0","0","0","0","0","0","N"
SS-SMR04-120-RU,"799665812218","0","0","0","0","0","0","N"
SS-SMR04-RU-CUS,"799665811389","0","0","0","0","0","0","N"
SS-SMB19-RU,"","-6","","","0","0","0","Y"
SS-SMB19-84-RU,"799665812546","0","0","0","0","0","0","N"
SS-SMB19-96-RU,"799665812553","0","0","0","0","0","0","N"
SS-SMB19-108-RU,"799665812522","0","0","0","0","0","0","N"
SS-SMB19-120-RU,"799665812539","0","0","0","0","0","0","N"
SS-SMB19-RU-CUS,"799665811457","0","0","0","0","0","0","N"
SS-SPW28-RU,"","-6","","","0","0","0","Y"
SS-SPW28-84-RU,"799665812584","0","0","0","0","0","0","N"
SS-SPW28-96-RU,"799665812591","0","0","0","0","0","0","N"
SS-SPW28-108-RU,"799665812560","0","0","0","0","0","0","N"
SS-SPW28-120,"799665820282","0","0","0","0","0","0","N"
SS-SPW28-RU-CUS,"799665811464","0","0","0","0","0","0","N"
SS-SG05-RU,"","0","","","0","0","0","Y"
SS-SG05-84-RU,"799665812386","0","0","0","5","0","0","N"
SS-SG05-96-RU,"799665812393","0","0","0","5","0","0","N"
SS-SG05-108-RU,"799665812362","0","0","0","5","0","0","N"
SS-SG05-120-RU,"799665812379","0","0","0","5","0","0","N"
SS-SG05-RU-CUS,"799665811426","0","0","0","0","0","0","N"
SS-SSB02-RU,"","0","","","0","0","0","Y"
SS-SSB02-84-RU,"799665812300","0","0","0","5","0","0","N"
SS-SSB02-96-RU,"799665812317","0","0","0","5","0","0","N"
SS-SSB02-108-RU,"799665812287","0","0","0","5","0","0","N"
SS-SSB02-120-RU,"799665812294","0","0","0","5","0","0","N"
SS-SSB02-RU-CUS,"799665811402","0","0","0","0","0","0","N"
SS-SG17-RU,"","-1","","","0","0","0","Y"
SS-SG17-84-RU,"799665812263","0","0","0","5","0","0","N"
SS-SG17-96-RU,"799665812270","0","0","0","5","0","0","N"
SS-SG17-108-RU,"799665812249","0","0","0","5","0","0","N"
SS-SG17-120-RU,"799665812256","0","0","0","5","0","0","N"
SS-SG17-RU-CUS,"799665811396","0","0","0","0","0","0","N"
SS-STG16-RU,"","0","","","0","0","0","Y"
SS-STG16-84-RU,"799665812423","0","0","0","5","0","0","N"
SS-STG16-96-RU,"799665812430","0","0","0","5","0","0","N"
SS-STG16-108-RU,"799665812409","0","0","0","5","0","0","N"
SS-STG16-120-RU,"799665812416","0","0","0","5","0","0","N"
SS-STG16-RU-CUS,"799665811433","0","0","0","0","0","0","N"
SS-CYO-BN,"799418018959","0","0","0","0","0","0","N"
JQCH-20122010-FP,"","21","","","0","0","0","Y"
JQCH-20122010-FP-84,"610395232612","0","0","0","5","11","11","N"
JQCH-20122010-FP-96,"610395232629","0","0","0","5","11","11","N"
JQCH-20122010-FP-108,"610395232636","0","0","0","5","11","11","N"
JQCH-20122010-FP-120,"610395232643","21","0","21","5","16","16","N"
DS-EMBS201324-SW,"799665822736","0","7","0","0","0","0","N"
EFSCH-AL450C1,"","204","","","0","0","0","Y"
EFSCH-AL450C1-84,"799418014616","0","0","0","5","191","191","N"
EFSCH-AL450C1-96,"799418014623","102","0","102","5","196","196","N"
EFSCH-AL450C1-108,"799418014630","74","0","74","5","99","99","N"
EFSCH-AL450C1-120,"799418014647","35","0","35","5","30","30","N"
EFSCH-AL450C1-CUS,"799418014661","0","0","0","0","0","0","N"
JQCH-HANB8,"","163","","","0","0","0","Y"
JQCH-HANB8-84,"799418013114","32","0","32","5","143","143","N"
JQCH-HANB8-96,"799418013121","39","0","39","5","116","116","N"
JQCH-HANB8-108,"799418013138","59","0","59","5","82","82","N"
JQCH-HANB8-120,"799418013145","33","0","33","5","28","28","N"
JQCH-HANB8-CUS,"799418013169","0","0","0","0","0","0","N"
JQCH-HANB10,"","260","","","0","0","0","Y"
JQCH-HANB10-84,"799418013251","41","0","41","5","240","240","N"
JQCH-HANB10-96,"799418013268","90","0","90","5","204","204","N"
JQCH-HANB10-108,"799418013275","85","0","85","5","119","119","N"
JQCH-HANB10-120,"799418013282","44","0","44","5","39","39","N"
JQCH-HANB10-CUS,"799418013305","0","0","0","0","0","0","N"
JQCH-HANB5B,"","87","","","0","0","0","N"
JQCH-HANB5B-84,"799418012834","0","0","0","0","0","0","N"
JQCH-HANB5B-96,"799418012841","27","0","27","5","22","27","N"
JQCH-HANB5B-108,"799418012858","35","0","35","5","30","35","N"
JQCH-HANB5B-120,"799418012865","25","0","25","5","20","25","N"
JQCH-HANB5B-CUS,"799418012889","0","0","0","0","0","0","N"
JQCH-HANB5C,"","117","","","0","0","0","N"
JQCH-HANB5C-84,"799418012902","0","0","0","0","0","0","N"
JQCH-HANB5C-96,"799418012919","35","0","35","0","35","35","N"
JQCH-HANB5C-108,"799418012926","55","0","55","0","55","55","N"
JQCH-HANB5C-120,"799418012933","27","0","27","0","27","27","N"
JQCH-HANB5C-CUS,"799418012957","0","0","0","0","0","0","N"
JQCH-HANB5A,"","235","","","0","0","0","Y"
JQCH-HANB5A-84,"799418012766","42","0","42","5","221","221","N"
JQCH-HANB5A-96,"799418012773","80","0","80","9","184","184","N"
JQCH-HANB5A-108,"799418012780","83","0","83","0","113","113","N"
JQCH-HANB5A-120,"799418012797","30","0","30","0","30","30","N"
JQCH-HANB5A-CUS,"799418012810","0","0","0","0","0","0","N"
JQCH-HANB1A,"","189","","","0","0","0","N"
JQCH-HANB1A-84,"799418012346","33","0","33","0","33","33","N"
JQCH-HANB1A-96,"799418012353","60","0","60","0","60","60","N"
JQCH-HANB1A-108,"799418012360","66","0","66","0","66","66","N"
JQCH-HANB1A-120,"799418012377","30","0","30","0","30","30","N"
JQCH-HANB1A-CUS,"799418012391","0","0","0","0","0","0","N"
JQCH-HANB1B,"","162","","","0","0","0","N"
JQCH-HANB1B-84,"799418012414","32","0","32","0","32","32","N"
JQCH-HANB1B-96,"799418012421","68","0","68","0","68","68","N"
JQCH-HANB1B-108,"799418012438","62","0","62","0","62","62","N"
JQCH-HANB1B-120,"799418012445","0","0","0","0","0","0","N"
JQCH-HANB1B-CUS,"799418012469","0","0","0","0","0","0","N"
JQCH-HANB12B,"","185","","","0","0","0","N"
JQCH-HANB12B-84,"799418013466","37","0","37","0","37","37","N"
JQCH-HANB12B-96,"799418013473","73","0","73","0","73","73","N"
JQCH-HANB12B-108,"799418013480","75","0","75","0","75","75","N"
JQCH-HANB12B-120,"799418013497","0","0","0","0","0","0","N"
JQCH-HANB12B-CUS,"799418013510","0","0","0","0","0","0","N"
JQCH-HANB12A,"","0","","","0","0","0","N"
JQCH-HANB12A-84,"799418013398","31","0","31","5","26","31","N"
JQCH-HANB12A-96,"799418013404","63","0","63","4","59","63","N"
JQCH-HANB12A-108,"799418013411","62","0","62","6","56","62","N"
JQCH-HANB12A-120,"799418013428","0","0","0","4","0","0","N"
JQCH-HANB12A-CUS,"799418013442","0","0","0","0","0","0","N"
JQCH-HANB3A,"","250","","","0","0","0","N"
JQCH-HANB3A-84,"799418012551","37","0","37","0","37","37","N"
JQCH-HANB3A-96,"799418012568","88","0","88","0","88","88","N"
JQCH-HANB3A-108,"799418012575","78","0","78","0","78","78","N"
JQCH-HANB3A-120,"799418012582","47","0","47","0","47","47","N"
JQCH-HANB3A-CUS,"799418012605","0","0","0","0","0","0","N"
JQCH-HANB3B,"","194","","","0","0","0","N"
JQCH-HANB3B-84,"799418012629","30","0","30","0","30","30","N"
JQCH-HANB3B-96,"799418012636","44","0","44","0","44","44","N"
JQCH-HANB3B-108,"799418012643","81","0","81","0","81","81","N"
JQCH-HANB3B-120,"799418012650","39","0","39","0","39","39","N"
JQCH-HANB3B-CUS,"799418012674","0","0","0","0","0","0","N"
JQCH-HANB11,"","-2","","","0","0","0","N"
JQCH-HANB11-84,"799418013329","0","0","0","0","0","0","N"
JQCH-HANB11-96,"799418013336","73","0","73","0","73","73","N"
JQCH-HANB11-108,"799418013343","80","0","80","0","80","80","N"
JQCH-HANB11-120,"799418013350","43","0","43","0","43","43","N"
JQCH-HANB11-CUS,"799418013374","0","0","0","0","0","0","N"
JQCH-HANB9,"","217","","","0","0","0","N"
JQCH-HANB9-84,"799418013183","39","0","39","0","39","39","N"
JQCH-HANB9-96,"799418013190","79","0","79","0","79","79","N"
JQCH-HANB9-108,"799418013206","59","0","59","0","59","59","N"
JQCH-HANB9-120,"799418013213","40","0","40","0","40","40","N"
JQCH-HANB9-CUS,"799418013237","0","0","0","0","0","0","N"
EFSCH-20136B-SW,"799418015422","156","156","0","0","156","156","N"
EFSCH-20134D2,"","230","","","0","0","0","N"
EFSCH-20134D2-84,"799418014821","0","0","0","0","0","0","N"
EFSCH-20134D2-96,"799418014838","90","0","90","0","90","90","N"
EFSCH-20134D2-108,"799418014845","94","0","94","0","94","94","N"
EFSCH-20134D2-120,"799418014852","46","0","46","0","46","46","N"
EFSCH-20134D2-CUS,"799418014876","0","0","0","0","0","0","N"
EFSCH-20134D1,"","336","","","0","0","0","N"
EFSCH-20134D1-84,"799418014753","0","0","0","0","0","0","N"
EFSCH-20134D1-96,"799418014760","126","0","126","0","126","126","N"
EFSCH-20134D1-108,"799418014777","128","0","128","0","128","128","N"
EFSCH-20134D1-120,"799418014784","82","0","82","0","82","82","N"
EFSCH-20134D1-CUS,"799418014807","0","0","0","0","0","0","N"
EFSCH-20134C,"","274","","","0","0","0","N"
EFSCH-20134C-84,"799418015033","0","0","0","15","0","0","N"
EFSCH-20134C-96,"799418015040","115","0","115","15","100","115","N"
EFSCH-20134C-108,"799418015057","98","0","98","15","83","98","N"
EFSCH-20134C-120,"799418015064","61","0","61","20","41","61","N"
EFSCH-20134C-CUS,"799418015088","0","0","0","0","0","0","N"
EFSCH-20134B,"","329","","","0","0","0","N"
EFSCH-20134B-84,"799418015170","0","0","0","0","0","0","N"
EFSCH-20134B-96,"799418015187","119","0","119","0","119","119","N"
EFSCH-20134B-108,"799418015194","140","0","140","0","140","140","N"
EFSCH-20134B-120,"799418015200","70","0","70","0","70","70","N"
EFSCH-20134B-CUS,"799418015224","0","0","0","0","0","0","N"
EFSCH-20134B-SW,"799418015217","0","0","0","0","0","0","N"
JQCH-HANB2,"","221","","","0","0","0","N"
JQCH-HANB2-84,"799418012483","36","0","36","0","36","36","N"
JQCH-HANB2-96,"799418012490","55","0","55","0","55","55","N"
JQCH-HANB2-108,"799418012506","66","0","66","0","66","66","N"
JQCH-HANB2-120,"799418012513","64","0","64","0","64","64","N"
JQCH-HANB2-CUS,"799418012537","0","0","0","0","0","0","N"
EFSCH-20134E2,"","322","","","0","0","0","N"
EFSCH-20134E2-84,"799418014968","0","0","0","0","0","0","N"
EFSCH-20134E2-96,"799418014975","108","0","108","0","108","108","N"
EFSCH-20134E2-108,"799418014982","136","0","136","0","136","136","N"
EFSCH-20134E2-120,"799418014999","78","0","78","0","78","78","N"
