SKU,UPC,Discontinue,Status,Inventory,SKU1,Discontinue1,Status1,SKU2,Discontinue2,Status2,SKU3,Discontinue3,Status3,SKU4,Discontinue4,Status4,SKU5,Discontinue5,Status5
"CC-MA6-SW","799418017402","Continue","Active","59","CC-MA6","Discontinue","Active","CC-MA6","Discontinue","Active","","","","","","","","",""
"CC-MA5-SW","799418017334","Continue","Active","142","CC-MA5","Discontinue","Active","CC-MA5","Discontinue","Active","","","","","","","","",""
"PRTW-D05-SW","799665827953","Continue","Active","487","PRTW-D05","Continue","Active","PRTW-D05-CC20PR","Continue","Inactive","PRTW-D05","Continue","Active","","","","","",""
"PRTW-D09-SW","799665827557","Continue","Active","81","PRTW-D09-CC20PR","Continue","Active","","","","","","","","","","","",""
"PRTW-D15-SW","799665827717","Continue","Active","186","PRTW-D15","Discontinue","Active","PRTW-D15-CC20PR","Continue","Active","PRTW-D15","Discontinue","Active","","","","","",""
"PRTW-D16-SW","799665827755","Continue","Active","623","PRTW-D16","Continue","Active","PRTW-D16-CC20PR","Continue","Active","","","","","","","","",""
"PRTW-D32-SW","799665827434","Continue","Active","153","PRTW-D32","Discontinue","Inactive","PRTW-D32-CC20PR","Continue","Active","","","","","","","","",""
"PRTW-D33-SW","799665827519","Continue","Active","138","PRTW-D33","Discontinue","Inactive","PRTW-D33-CC20PR","Continue","Active","","","","","","","","",""
"PRTW-D25-SW","799665823139","Continue","Active","42","PRTW-D25","Discontinue","Inactive","PRTW-D25-CC20PR","Continue","Inactive","","","","","","","","",""
"PRTW-D24B-SW","799665823054","Continue","Active","342","PRTW-D24B","Discontinue","Active","PRTW-D24B-CC20PR","Continue","Active","PRTW-D24B","Discontinue","Active","","","","","",""
"PRTW-D12-SW","799665827991","Continue","Inactive","21","PRTW-D12","Discontinue","Inactive","PRTW-D12-CC20PR","Continue","Inactive","","","","","","","","",""
"PRTW-D11-SW","799665828035","Continue","Active","510","PRTW-D11","Continue","Active","PRTW-D11-CC20PR","Continue","Inactive","PRTW-D11","Continue","Active","","","","","",""
"PRTW-D28-SW","799665823214","Continue","Inactive","61","PRTW-D28","Discontinue","Inactive","PRTW-D28-CC20PR","Continue","Inactive","","","","","","","","",""
"PRTW-D02-SW","799665827793","Continue","Active","531","PRTW-D02","Continue","Active","PRTW-D02-CC20PR","Continue","Active","PRTW-D02","Continue","Active","","","","","",""
"CC-MA3-SW","799418022758","Continue","Active","0","CC-MA3","Discontinue","Active","CC-MA3","Discontinue","Active","","","","","","","","",""
"CC-CD22-SW","799418017549","Continue","Active","5","CC-CD22","Discontinue","Inactive","","","","","","","","","","","",""
"PRTW-D20-SW","799665826635","Continue","Active","586","PRTW-D20","Continue","Active","PRTW-D20-CC20PR","Continue","Inactive","PRTW-D20","Continue","Active","","","","","",""
"PRTW-D06B-SW","799665827830","Continue","Active","663","PRTW-D06B","Continue","Active","PRTW-D06B-CC20PR","Continue","Inactive","PRTW-D06B","Continue","Active","","","","","",""
"PRTW-D01-SW","799665827915","Continue","Active","231","PRTW-D01","Discontinue","Active","PRTW-D01-CC20PR","Discontinue","Inactive","PRTW-D01","Discontinue","Active","","","","","",""
"PRTW-D21-SW","799665826710","Continue","Active","388","PRTW-D21","Discontinue","Active","PRTW-D21-CC20PR","Continue","Active","PRTW-D21","Discontinue","Active","","","","","",""
"CRC-MYTH72-SW","799418017969","Continue","Active","19","CRC-MYTH72","Continue","Active","CRC-MYTH72","Continue","Active","","","","","","","","",""
"CRC-MYTH73-SW","799418018034","Continue","Active","77","CRC-MYTH73","Continue","Active","CRC-MYTH73","Continue","Active","","","","","","","","",""
"CRC-MYTH04-SW","799418018102","Continue","Active","19","CRC-MYTH04","Continue","Active","CRC-MYTH04","Continue","Active","","","","","","","","",""
"CRC-MYTH14-SW","799418018171","Continue","Active","5","CRC-MYTH14","Continue","Active","CRC-MYTH14","Continue","Active","","","","","","","","",""
"PRTW-D30-SW","799665827274","Continue","Active","124","PRTW-D30","Discontinue","Inactive","PRTW-D30-CC20PR","Continue","Active","","","","","","","","",""
"PRTW-D04-SW","799665827632","Continue","Active","477","PRTW-D04","Discontinue","Active","PRTW-D04-CC20PR","Discontinue","Active","PRTW-D04","Discontinue","Active","","","","","",""
"PRTW-D29B-SW","799665827199","Continue","Inactive","2","PRTW-D29B","Discontinue","Inactive","PRTW-D29B-CC20PR","Continue","Inactive","","","","","","","","",""
"PRTW-D29A-SW","799665827113","Continue","Active","8","PRTW-D29A","Discontinue","Inactive","PRTW-D29A-CC20PR","Continue","Active","","","","","","","","",""
"FHLCH-YL7176209-SW","799665830168","Continue","Inactive","106","FHLCH-YL7176209","Discontinue","Inactive","","","","","","","","","","","",""
"FHLCH-YL7178117-SW","799665828479","Continue","Active","172","FHLCH-YL7178117","Continue","Active","FHLCH-7178117-GR","Discontinue","Active","","","","","","","","",""
"FHLCH-YL3012-SW","799665828875","Continue","Inactive","0","","","","","","","","","","","","","","",""
"FHLCH-YL5003-SW","799665829117","Continue","Active","48","FHLCH-YL5003","Continue","Active","FHLCH-YL5003-GR","Continue","Active","","","","","","","","",""
"FHLCH-YL7176203-SW","799665828714","Continue","Active","80","FHLCH-YL7176203","Discontinue","Inactive","","","","","","","","","","","",""
"FHLCH-YL3022-SW","799665828790","Continue","Active","5","FHLCH-YL3022","Continue","Active","FHLCH-YL3022-GR","Continue","Active","","","","","","","","",""
"FHLCH-YL3010B-SW","799665829032","Continue","Active","5","FHLCH-YL3010B","Discontinue","Inactive","","","","","","","","","","","",""
"LN-5176-SW","799418018591","Continue","Inactive","89","LN-5176","Discontinue","Inactive","","","","","","","","","","","",""
"LN-5179-SW","799418018805","Continue","Inactive","59","LN-5179","Discontinue","Inactive","","","","","","","","","","","",""
"LN-5520-SW","799418018386","Continue","Inactive","26","LN-5520","Discontinue","Inactive","","","","","","","","","","","",""
"LN-5100-SW","799418018454","Continue","Inactive","0","LN-5100","Discontinue","Inactive","","","","","","","","","","","",""
"FHLCH-314043-SW","799665832766","Continue","Inactive","0","FHLCH-314043","Discontinue","Inactive","","","","","","","","","","","",""
"FHLCH-314044-SW","799665832827","Continue","Inactive","0","FHLCH-314044","Discontinue","Inactive","","","","","","","","","","","",""
"FHLCH-314052-SW","799665832940","Continue","Active","36","FHLCH-314052","Discontinue","Inactive","","","","","","","","","","","",""
"FHLCH-314053-SW","799665833008","Continue","Inactive","31","","","","","","","","","","","","","","",""
"FHLCH-416016-SW","799665833121","Continue","Inactive","0","FHLCH-416016","Discontinue","Inactive","","","","","","","","","","","",""
"FHLCH-416017-SW","799665833183","Continue","Active","2","FHLCH-416017","Discontinue","Inactive","","","","","","","","","","","",""
"FHLCH-416019-SW","799665833305","Continue","Active","111","FHLCH-416019","Discontinue","Inactive","","","","","","","","","","","",""
"FHLCH-416020-SW","799665833367","Continue","Inactive","98","FHLCH-416020","Discontinue","Inactive","","","","","","","","","","","",""
"LN-5178-SW","799418018737","Continue","Inactive","87","LN-5178","Discontinue","Inactive","","","","","","","","","","","",""
"LN-5175-SW","799418018522","Continue","Inactive","69","LN-5175","Discontinue","Inactive","","","","","","","","","","","",""
"JQCH-HANB14C-SW","799418013961","Continue","Active","205","JQCH-HANB14C","Continue","Active","","","","","","","","","","","",""
"JQCH-HANB14B-SW","799418013909","Continue","Active","292","JQCH-HANB14B","Continue","Active","","","","","","","","","","","",""
"JQCH-HANB14A-SW","799418013848","Continue","Active","265","JQCH-HANB14A","Continue","Active","","","","","","","","","","","",""
"JQCH-HANB15-SW","799418014029","Continue","Inactive","40","JQCH-HANB15","Discontinue","Inactive","","","","","","","","","","","",""
"SHCH-OUR1921ASH-SW","799418015811","Continue","Active","163","SHCH-OUR1921ASH","Discontinue","Active","","","","","","","","","","","",""
"SHCH-OUR1925BLU-SW","799418015903","Continue","Active","299","SHCH-OUR1925BLU","Discontinue","Active","","","","","","","","","","","",""
"SHCH-OUR1922COC-SW","799418015842","Continue","Active","361","SHCH-OUR1922COC","Discontinue","Active","","","","","","","","","","","",""
"SHCH-OUR1923NAT-SW","799418015873","Continue","Active","384","SHCH-OUR1923NAT","Discontinue","Active","","","","","","","","","","","",""
"SHCH-EMB20131A-SW","799418015934","Continue","Active","268","SHCH-EMB20131A","Continue","Active","","","","","","","","","","","",""
"SHCH-EMB20131B-SW","799418015965","Continue","Active","258","SHCH-EMB20131B","Continue","Active","","","","","","","","","","","",""
"SHCH-EMB20132A-SW","799418015996","Continue","Inactive","133","SHCH-EMB20132A","Discontinue","Inactive","","","","","","","","","","","",""
"SHCH-EMB20132B-SW","799418016023","Continue","Inactive","132","SHCH-EMB20132B","Discontinue","Inactive","","","","","","","","","","","",""
"SHCH-EMB20133A-SW","799418016054","Continue","Inactive","138","SHCH-EMB20133A","Discontinue","Inactive","","","","","","","","","","","",""
"SHCH-EMB20133B-SW","799418016085","Continue","Active","116","SHCH-EMB20133B","Discontinue","Inactive","","","","","","","","","","","",""
"SHCH-EMBOCS3293-SW","799418016115","Continue","Active","134","SHCH-EMBOCS3293","Discontinue","Inactive","","","","","","","","","","","",""
"SHCH-EMBOCS3231-SW","799418016146","Continue","Inactive","124","SHCH-EMBOCS3231","Discontinue","Inactive","","","","","","","","","","","",""
"SHCH-EMBOCS4084-SW","799418016177","Continue","Inactive","143","SHCH-EMBOCS4084","Discontinue","Inactive","","","","","","","","","","","",""
"SHCH-EMBOCS3595-SW","799418016207","Continue","Active","279","SHCH-EMBOCS3595","Continue","Active","","","","","","","","","","","",""
"SHCH-EMB20135-SW","799418016238","Continue","Active","269","SHCH-EMB20135","Discontinue","Active","","","","","","","","","","","",""
"SHCH-EMB20136-SW","799418016269","Continue","Active","308","SHCH-EMB20136","Discontinue","Active","","","","","","","","","","","",""
"SHCH-EMB20137-SW","799418016290","Continue","Inactive","138","SHCH-EMB20137","Discontinue","Inactive","","","","","","","","","","","",""
"SHCH-EMB20138-SW","799418016320","Continue","Inactive","97","SHCH-EMB20138","Discontinue","Inactive","","","","","","","","","","","",""
"SHCH-LH20133-SW","799418016412","Continue","Inactive","55","SHCH-LH20133","Discontinue","Inactive","","","","","","","","","","","",""
"SHCH-LH159-SW","799418016382","Continue","Active","42","SHCH-LH159","Discontinue","Active","","","","","","","","","","","",""
"SHCH-LH1211-SW","799418016627","Continue","Inactive","48","SHCH-LH1211","Discontinue","Inactive","","","","","","","","","","","",""
"SHCH-LH97-SW","799418016474","Continue","Inactive","70","SHCH-LH97","Discontinue","Inactive","","","","","","","","","","","",""
"SHCH-LH20132-SW","799418016504","Continue","Inactive","59","SHCH-LH20132","Discontinue","Inactive","","","","","","","","","","","",""
"SHCH-LH20135-SW","799418016535","Continue","Inactive","59","SHCH-LH20135","Discontinue","Inactive","","","","","","","","","","","",""
"SHCH-LHOCS333-SW","799418016566","Continue","Active","47","SHCH-LHOCS333","Discontinue","Active","","","","","","","","","","","",""
"SHCH-LH20134-SW","799418016597","Continue","Inactive","41","SHCH-LH20134","Discontinue","Inactive","","","","","","","","","","","",""
"SHCH-LH96-SW","799418016443","Continue","Active","66","SHCH-LH96","Discontinue","Inactive","","","","","","","","","","","",""
"SHCH-LH20136-SW","799418016658","Continue","Inactive","61","SHCH-LH20136","Discontinue","Inactive","","","","","","","","","","","",""
"SHCH-LH1222-SW","799418016689","Continue","Inactive","24","SHCH-LH1222","Discontinue","Inactive","","","","","","","","","","","",""
"SHCH-LH130-SW","799418016719","Continue","Inactive","48","SHCH-LH130","Discontinue","Inactive","","","","","","","","","","","",""
"SHCH-LH94A-SW","799418016351","Continue","Active","77","SHCH-LH94A","Discontinue","Inactive","","","","","","","","","","","",""
"SHFLNCH-M012-SW","799418015729","Continue","Active","350","SHFLNCH-M012","Continue","Active","","","","","","","","","","","",""
"SHFLNCH-M011-SW","799418015699","Continue","Active","591","SHFLNCH-M011","Continue","Active","","","","","","","","","","","",""
"SH-ORG2-SW","799418020938","Continue","Active","14","SH-ORG2","Continue","Active","SH-ORG2","Continue","Active","","","","","","","","",""
"SHFLNCH-M015-SW","799418015750","Continue","Active","428","SHFLNCH-M015","Continue","Active","","","","","","","","","","","",""
"SHFLNCH-M013-SW","799418015781","Continue","Active","352","SHFLNCH-M013","Continue","Active","","","","","","","","","","","",""
"SHLNCH-J0105-SW","799418020761","Continue","Active","406","SHLNCH-J0105","Continue","Active","","","","","","","","","","","",""
"SHLNCH-J0106-SW","799418015668","Continue","Active","280","SHLNCH-J0106","Continue","Active","","","","","","","","","","","",""
"SH-ORG12-SW","799418020846","Continue","Active","46","SH-ORG12","Continue","Active","SH-ORG12","Continue","Active","","","","","","","","",""
"SH-ORG48-SW","799418021027","Continue","Active","0","SH-ORG48","Continue","Active","SH-ORG48","Continue","Active","","","","","","","","",""
"SHCH-VOL3-SW","799418015545","Continue","Active","596","SHCH-VOL3-PR","Continue","Active","SHCH-VOL3-DLSW","Continue","Active","SHCH-VOL3-SLDW","Continue","Active","SHCH-VOL3-DLDW","Continue","Active","SHCH-VOL3-DLSW","Continue","Active"
"SHCH-VOL1-SW","799418015538","Continue","Active","789","SHCH-VOL1-PR","Continue","Active","SHCH-VOL1-DLSW","Continue","Active","SHCH-VOL1-SLDW","Continue","Active","SHCH-VOL1-DLDW","Continue","Active","SHCH-RMVOL1","Continue","Active"
"SHCH-ORG6-SW","799418015637","Continue","Active","535","SHCH-ORG6-PR","Continue","Active","","","","","","","","","","","",""
"SHCH-ORG2-SW","799418015606","Continue","Active","418","SHCH-ORG2-PR","Continue","Active","","","","","","","","","","","",""
"SHCH-ORG1-SW","799418015576","Continue","Active","498","SHCH-ORG1-PR","Continue","Active","","","","","","","","","","","",""
"PRTW-S01-SW","799418022833","Continue","Active","67","PRTW-S01","Discontinue","Inactive","","","","","","","","","","","",""
"PRTW-S02-SW","799418022901","Continue","Active","102","PRTW-S02","Discontinue","Inactive","","","","","","","","","","","",""
"PRTW-S03-SW","799418022970","Continue","Inactive","133","PRTW-S03","Discontinue","Inactive","","","","","","","","","","","",""
"PRTW-S04-SW","799418023045","Continue","Active","91","PRTW-S04","Discontinue","Inactive","","","","","","","","","","","",""
"PRTW-S05-SW","799418023113","Continue","Inactive","0","PRTW-S05","Discontinue","Inactive","","","","","","","","","","","",""
"PRTW-S06-SW","799418023182","Continue","Active","21","PRTW-S06","Discontinue","Inactive","","","","","","","","","","","",""
"SHLNCH-GB1001031-SW","799418024554","Continue","Active","479","SHLNCH-GB1001031","Continue","Active","","","","","","","","","","","",""
"SHLNCH-GB1001033-SW","799418024615","Continue","Active","307","SHLNCH-GB1001033","Continue","Active","","","","","","","","","","","",""
"SHLNCH-GB1001032-SW","799418024585","Continue","Active","394","SHLNCH-GB1001032","Continue","Active","","","","","","","","","","","",""
"PTSCH-FR11089-BO-SW","799418022031","Discontinue","Active","310","PTSCH-FR11089-BO","Discontinue","Active","","","","","","","","","","","",""
"PTSCH-FR11095-BO-SW","799418022178","Discontinue","Inactive","150","","","","","","","","","","","","","","",""
"PTSCH-FR11100-BO-SW","799418022246","Discontinue","Inactive","157","PTSCH-FR11100-BO","Discontinue","Inactive","","","","","","","","","","","",""
"PTSCH-FR218-BO-SW","799418022451","Discontinue","Active","267","PTSCH-FR218-BO","Discontinue","Active","","","","","","","","","","","",""
"PTSCH-FR11091-BO-SW","799418022109","Discontinue","Inactive","183","PTSCH-FR11091-BO","Discontinue","Inactive","","","","","","","","","","","",""
"PTSCH-FR32012-BO-SW","799418022314","Discontinue","Active","112","","","","","","","","","","","","","","",""
"PTSCH-FR42012-BO-SW","799418021898","Discontinue","Active","154","","","","","","","","","","","","","","",""
"PTSCH-FR12012-BO-SW","799418021829","Discontinue","Inactive","0","","","","","","","","","","","","","","",""
"PTSCH-FR52012-BO-SW","799418022383","Discontinue","Inactive","0","","","","","","","","","","","","","","",""
"PTSCH-FR11083-BO-SW","799418021966","Discontinue","Inactive","0","","","","","","","","","","","","","","",""
"JQCH-2012206-SW","799665815936","Continue","Active","313","JQCH-2012206","Continue","Active","JQCH-2012206-FP","Discontinue","Inactive","JQCH-2012206","Continue","Active","","","","","",""
"BOCH-120601-DW-SW","799695720507","Continue","Inactive","0","","","","","","","","","","","","","","",""
"BOCH-201301-DW-SW","799695720576","Continue","Inactive","0","","","","","","","","","","","","","","",""
"BOCH-190303-DW-SW","799695720644","Continue","Inactive","0","","","","","","","","","","","","","","",""
"BOCH-191016-DW-SW","799695720712","Continue","Inactive","0","","","","","","","","","","","","","","",""
"BOCH-131009-DW-SW","799695720781","Continue","Inactive","0","","","","","","","","","","","","","","",""
"BOCH-174402-DW-SW","799695720859","Continue","Inactive","0","","","","","","","","","","","","","","",""
"BOCH-201304-DW-SW","799695720927","Continue","Inactive","0","","","","","","","","","","","","","","",""
"BOCH-201401-SW","799695721603","Continue","Active","0","BOCH-201401-DW","Discontinue","Inactive","BOCH-201401","Discontinue","Inactive","BOCH-201401-GR","Discontinue","Inactive","","","","","",""
"BOCH-201402-SW","799695721672","Continue","Inactive","11","BOCH-201402","Discontinue","Inactive","BOCH-201402-GR","Discontinue","Inactive","","","","","","","","",""
"BOCH-201403-SW","799695721740","Continue","Active","487","BOCH-201403-DW","Continue","Active","BOCH-201403","Continue","Active","BOCH-201403-GR","Continue","Active","","","","","",""
"BOCH-201404-SW","799695721818","Continue","Active","425","BOCH-201404","Continue","Active","BOCH-201404-GR","Continue","Active","BOCH-201404-DW","Continue","Active","BOCH-201404-GRDW","Continue","Active","","",""
"BOCH-201405-SW","799695721887","Continue","Active","410","BOCH-201405","Discontinue","Active","BOCH-201405-GR","Discontinue","Active","","","","","","","","",""
"BOCH-201406-SW","799695721955","Continue","Inactive","41","BOCH-201406","Discontinue","Inactive","BOCH-201406-GR","Discontinue","Inactive","","","","","","","","",""
"BOCH-201407-SW","799695722020","Continue","Inactive","15","BOCH-201407","Discontinue","Inactive","BOCH-201407-GR","Discontinue","Inactive","","","","","","","","",""
"BOCH-201408-SW","799695722099","Continue","Inactive","0","BOCH-201408","Discontinue","Inactive","","","","","","","","","","","",""
"BOCH-201409-SW","799695722167","Continue","Inactive","0","BOCH-201409-GR","Discontinue","Inactive","BOCH-201409","Discontinue","Inactive","","","","","","","","",""
"CELL-CDLS-0118-SW","799695725038","Continue","Active","40","","","","","","","","","","","","","","",""
"CELL-CDLS-0104-SW","799695725045","Continue","Active","52","","","","","","","","","","","","","","",""
"CELL-CDLS-0113-SW","799695725052","Continue","Active","42","","","","","","","","","","","","","","",""
"CELL-CDLS-0154-SW","799695725069","Continue","Active","45","","","","","","","","","","","","","","",""
"CELL-CDLS-0132-SW","799695725076","Continue","Active","41","","","","","","","","","","","","","","",""
"CELL-CDLS-0165-SW","799695725083","Continue","Active","43","","","","","","","","","","","","","","",""
"CELL-CDLS-0134-SW","799695725090","Continue","Active","44","","","","","","","","","","","","","","",""
"CELL-CDLS-01125-SW","799695725106","Continue","Active","31","","","","","","","","","","","","","","",""
"CELL-CDLS-01126-SW","799695725113","Continue","Active","46","","","","","","","","","","","","","","",""
"CELL-CDLSBO-92-SW","799695725120","Continue","Active","36","","","","","","","","","","","","","","",""
"CELL-CDLSBO-34-SW","799695725137","Continue","Active","34","","","","","","","","","","","","","","",""
"CELL-CDLSBO-114-SW","799695725144","Continue","Active","39","","","","","","","","","","","","","","",""
"CELL-CDLSBO-5-SW","799695725151","Continue","Active","32","","","","","","","","","","","","","","",""
"CELL-CDLSBO-15125-SW","799695725168","Continue","Active","28","","","","","","","","","","","","","","",""
"CELL-CDLSBO-116-SW","799695725175","Continue","Active","32","","","","","","","","","","","","","","",""
"CELL-CDLSBO-111-SW","799695725182","Continue","Active","33","","","","","","","","","","","","","","",""
"CELL-CDLSBO-112-SW","799695725199","Continue","Active","34","","","","","","","","","","","","","","",""
"CELL-CDLSBO-18-SW","799695725205","Continue","Active","29","","","","","","","","","","","","","","",""
"CELL-CDLSD-18-SW","799695725212","Continue","Active","47","","","","","","","","","","","","","","",""
"CELL-CDLSD-4-SW","799695725229","Continue","Active","47","","","","","","","","","","","","","","",""
"CELL-CDLSD-112-SW","799695725236","Continue","Active","47","","","","","","","","","","","","","","",""
"CELL-CDLSD-111-SW","799695725243","Continue","Active","46","","","","","","","","","","","","","","",""
"CELL-CDLSD-126-SW","799695725250","Continue","Active","49","","","","","","","","","","","","","","",""
"CELL-CDLSD-114-SW","799695725267","Continue","Active","49","","","","","","","","","","","","","","",""
"CELL-CDLSD-34-SW","799695725274","Continue","Active","44","","","","","","","","","","","","","","",""
"CELL-CDLSD-01125-SW","799695725298","Continue","Active","42","","","","","","","","","","","","","","",""
"CELL-CDLSLF-92-SW","799695725304","Continue","Active","49","","","","","","","","","","","","","","",""
"PTSCH-11100-SWATCH","","Continue","Inactive","0","","","","","","","","","","","","","","",""
"PDCH-KBS7-SWATCH","","Continue","Inactive","0","","","","","","","","","","","","","","",""
"PTCH-JTSP003-SWATCH","","Continue","Inactive","0","","","","","","","","","","","","","","",""
"PTCH-JTSP005-SWATCH","","Continue","Inactive","0","","","","","","","","","","","","","","",""
"PTCH-JTSP100-SWATCH","","Continue","Inactive","0","","","","","","","","","","","","","","",""
"PTCH-JTSP102-SWATCH","","Continue","Inactive","0","","","","","","","","","","","","","","",""
"PTCH-JTSP1066-SWATCH","","Continue","Inactive","0","","","","","","","","","","","","","","",""
"PDCH-KBS10-SWATCH","","Continue","Inactive","0","","","","","","","","","","","","","","",""
"PDCH-KBS11-SWATCH","","Continue","Inactive","0","","","","","","","","","","","","","","",""
"PDCH-KBS1-SWATCH","","Continue","Inactive","0","","","","","","","","","","","","","","",""
"PDCH-KBS14-SWATCH","","Continue","Inactive","0","","","","","","","","","","","","","","",""
"PDCH-KBS15-SWATCH","","Continue","Inactive","0","","","","","","","","","","","","","","",""
"PDCH-KBS-16-SWATCH","","Continue","Inactive","0","","","","","","","","","","","","","","",""
"PDCH-KBS17-SW","799665814656","Continue","Active","412","PDCH-KBS17","Discontinue","Inactive","","","","","","","","","","","",""
"PDCH-KBS18-SWATCH","","Continue","Inactive","0","","","","","","","","","","","","","","",""
"PDCH-KBS2-SWATCH","","Continue","Inactive","0","","","","","","","","","","","","","","",""
"PDCH-KBS3-SWATCH","","Continue","Inactive","0","","","","","","","","","","","","","","",""
"CC-CD22-SWATCH","","Continue","Inactive","0","","","","","","","","","","","","","","",""
"SSEMB-SSG17SSD121220909-SWATCH","","Continue","Inactive","0","","","","","","","","","","","","","","",""
"EMBSLK-D070111-SWATCH","","Continue","Inactive","0","","","","","","","","","","","","","","",""
"PDCH-KBS8-SWATCH","","Continue","Inactive","0","","","","","","","","","","","","","","",""
"ct1","","Continue","Inactive","0","","","","","","","","","","","","","","",""
"sw1","","Continue","Inactive","0","","","","","","","","","","","","","","",""
"EFSCH-AL450C4-SW","799418014449","Continue","Active","226","EFSCH-AL450C4","Continue","Active","","","","","","","","","","","",""
"EFSCH-AL450C2-SW","799418014517","Continue","Active","219","EFSCH-AL450C2","Continue","Active","EFSCH-AL450C2","Continue","Active","","","","","","","","",""
"EFSCH-AL450C3-SW","799418014586","Continue","Inactive","59","EFSCH-AL450C3","Discontinue","Inactive","","","","","","","","","","","",""
"PTSCH-11091-SW","799665815738","Continue","Active","638","PTSCH-11091","Continue","Active","PTSCH-11091","Continue","Active","","","","","","","","",""
"JQCH-201301-SW","799665822897","Continue","Active","386","JQCH-201301","Continue","Active","JQCH-201301-FP","Discontinue","Inactive","JQCH-201301","Continue","Active","","","","","",""
"JQCH-201263-SW","799665816018","Continue","Inactive","204","JQCH-201263","Discontinue","Inactive","JQCH-201263-FP","Discontinue","Inactive","","","","","","","","",""
"JQCH-201268-SW","799665816056","Continue","Active","393","JQCH-201268","Continue","Active","JQCH-201268-FP","Discontinue","Inactive","JQCH-201268","Continue","Active","","","","","",""
"JQCH-201266-SW","799665816032","Continue","Active","408","JQCH-201266","Continue","Active","JQCH-201266-FP","Discontinue","Inactive","JQCH-201266","Continue","Active","","","","","",""
"DS-EMBS20134-SW","799665821135","Continue","Active","173","DS-EMBS20134","Continue","Active","DS-EMBS20134","Continue","Active","","","","","","","","",""
"BN-SBN11VET1206-SW","799665811570","Continue","Inactive","0","","","","","","","","","","","","","","",""
"BN-SCY22VET1206-SW","799665811617","Continue","Inactive","0","","","","","","","","","","","","","","",""
"BN-SMR04VET1206-SW","799665811631","Continue","Inactive","0","","","","","","","","","","","","","","",""
"BN-SMB19VET1206-SW","799665811655","Continue","Inactive","0","","","","","","","","","","","","","","",""
"BN-SPW28VET1206-SW","799665811532","Continue","Inactive","0","","","","","","","","","","","","","","",""
"BN-SG17VET1206-SW","799665811556","Continue","Inactive","0","","","","","","","","","","","","","","",""
"BN-STG16VET1206-SW","799665811594","Continue","Inactive","0","","","","","","","","","","","","","","",""
"DS-EMBS201316-SW","799665822095","Continue","Inactive","82","","","","","","","","","","","","","","",""
"DS-TF514-SW","799665816803","Continue","Active","111","DS-TF514","Continue","Active","DS-TF514","Continue","Active","","","","","","","","",""
"DS-TF940-SW","799665816865","Continue","Active","20","DS-TF940","Continue","Active","DS-TF940","Continue","Active","","","","","","","","",""
"DS-SDG6-SW","799665816742","Continue","Active","17","DS-SDG6","Continue","Active","DS-SDG6","Continue","Active","","","","","","","","",""
"PTSCH-13403-SW","799665833749","Continue","Inactive","81","PTSCH-13403","Discontinue","Inactive","","","","","","","","","","","",""
"DS-TFSN30-SW","799665816940","Continue","Active","26","DS-TFSN30","Continue","Active","DS-TFSN30","Continue","Active","","","","","","","","",""
"PTSCH-13404-SW","799665833824","Continue","Inactive","44","PTSCH-13404","Discontinue","Inactive","","","","","","","","","","","",""
"DIS-ID15-SW","797734449129","Continue","Active","269","DIS-ID15","Continue","Active","DIS-ID15","Continue","Active","","","","","","","","",""
"DIS-ID224-SW","799665810931","Continue","Active","228","DIS-ID224","Discontinue","Active","DIS-ID224","Discontinue","Active","","","","","","","","",""
"DS-MSTK1-SW","799418019253","Continue","Active","69","DS-MSTK1","Continue","Active","DS-MSTK1","Continue","Active","","","","","","","","",""
"SS-SBR13-SW","799665811150","Continue","Active","101","SS-SBR13","Continue","Active","SS-SBR13-RU","Continue","Active","SS-SBR13","Continue","Active","SS-SBR13-RU","Continue","Active","","",""
"DS-EMBS20138-SW","799665821456","Continue","Active","17","DS-EMBS20138","Continue","Active","DS-EMBS20138","Continue","Active","","","","","","","","",""
"DS-EMBS201320-SW","799665822415","Continue","Active","196","DS-EMBS201320","Continue","Active","DS-EMBS201320","Continue","Active","","","","","","","","",""
"PTSCH-42012-SW","799665815615","Continue","Active","248","PTSCH-42012","Discontinue","Active","PTSCH-42012","Discontinue","Active","","","","","","","","",""
"PDCH-KBS16-SW","799665814632","Continue","Active","275","PDCH-KBS16","Continue","Active","PDCH-KBS16","Continue","Active","","","","","","","","",""
"SSRW-LF954-SW","799665811952","Continue","Active","17","SSRW-LF954","Discontinue","Active","SSRW-LF954","Discontinue","Active","","","","","","","","",""
"DS-DST2-SW","799665816544","Continue","Active","37","DS-DST2","Continue","Active","DS-DST2","Continue","Active","","","","","","","","",""
"DS-DST4-SW","799665816568","Continue","Active","18","DS-DST4","Continue","Active","DS-DST4","Continue","Active","","","","","","","","",""
"SSRW-LF935-SW","799665811716","Continue","Active","21","SSRW-LF935","Discontinue","Active","SSRW-LF935","Discontinue","Active","","","","","","","","",""
"PTSCH-SLK218-SW","799665824952","Continue","Active","347","PTSCH-SLK218","Continue","Active","PTSCH-SLK218","Continue","Active","","","","","","","","",""
"DS-EMBS20131-SW","799665820893","Continue","Active","177","DS-EMBS20131","Continue","Active","DS-EMBS20131","Continue","Active","","","","","","","","",""
"DIS-ID7806-SW","799665811075","Continue","Active","293","DIS-ID7806","Continue","Active","DIS-ID7806","Continue","Active","","","","","","","","",""
