Fulfillment,Price,Compare Price,Qty On Hand
"PTCH-ROM-SFL","0.00","0","0"
"PTSCH-11082-108","209.00","0","0"
"PTSCH-11082-120","219.00","0","0"
"PTSCH-11082-84","189.00","0","0"
"PTSCH-11082-96","199.00","0","0"
"PTSCH-11083-108","298.00","0","199"
"PTSCH-11083-120","308.00","0","70"
"PTSCH-11083-84","278.00","0","51"
"PTSCH-11083-96","288.00","0","164"
"PTSCH-11087-108","209.00","0","0"
"PTSCH-11087-120","219.00","0","0"
"PTSCH-11087-84","189.00","0","0"
"PTSCH-11087-96","199.00","0","0"
"PTSCH-11089-108","298.00","0","215"
"PTSCH-11089-120","308.00","0","102"
"PTSCH-11089-84","278.00","0","45"
"PTSCH-11089-96","288.00","0","91"
"PTSCH-11091-108","298.00","0","0"
"PTSCH-11091-120","308.00","0","0"
"PTSCH-11091-84","278.00","0","0"
"PTSCH-11091-96","288.00","0","0"
"PTSCH-11093-108","209.00","0","106"
"PTSCH-11093-120","219.00","0","83"
"PTSCH-11093-84","189.00","0","43"
"PTSCH-11093-96","199.00","0","276"
"PTSCH-11095-108","209.00","0","154"
"PTSCH-11095-120","219.00","0","88"
"PTSCH-11095-84","189.00","0","69"
"PTSCH-11095-96","199.00","0","277"
"PTSCH-11096-108","0.00","0","0"
"PTSCH-11096-120","0.00","0","0"
"PTSCH-11096-84","0.00","0","0"
"PTSCH-11096-96","0.00","0","0"
"PTSCH-11098-108","209.00","0","62"
"PTSCH-11098-120","219.00","0","42"
"PTSCH-11098-84","189.00","0","0"
"PTSCH-11098-96","199.00","0","0"
"PTSCH-11100-108","209.00","0","0"
"PTSCH-11100-120","219.00","0","0"
"PTSCH-11100-84","189.00","0","0"
"PTSCH-11100-96","199.00","0","83"
"PTSCH-12012-108","0.00","0","42"
"PTSCH-12012-120","0.00","0","0"
"PTSCH-12012-84","0.00","0","0"
"PTSCH-12012-96","0.00","0","60"
"PTSCH-12012-SW","0.00","0","27"
"PTSCH-13400-108","298.00","0","146"
"PTSCH-13400-120","308.00","0","60"
"PTSCH-13400-84","278.00","0","59"
"PTSCH-13400-96","288.00","0","0"
"PTSCH-13400-CUS","189.00","0","0"
"PTSCH-13400-SW","0.00","0","0"
"PTSCH-13401-108","298.00","0","76"
"PTSCH-13401-120","308.00","0","33"
"PTSCH-13401-84","278.00","0","16"
"PTSCH-13401-96","288.00","0","71"
"PTSCH-13402-108","298.00","0","0"
"PTSCH-13402-120","308.00","0","0"
"PTSCH-13402-84","278.00","0","0"
"PTSCH-13402-96","288.00","0","0"
"PTSCH-13403-108","298.00","0","0"
"PTSCH-13403-120","308.00","0","16"
"PTSCH-13403-84","278.00","0","0"
"PTSCH-13403-96","288.00","0","0"
"PTSCH-13404-108","298.00","0","0"
"PTSCH-13404-120","308.00","0","64"
"PTSCH-13404-84","278.00","0","0"
"PTSCH-13404-96","288.00","0","103"
"PTSCH-13404-CUS","189.00","0","0"
"PTSCH-13404-SW","0.00","0","167"
"PTSCH-32012-108","209.00","0","146"
"PTSCH-32012-120","219.00","0","40"
"PTSCH-32012-84","189.00","0","0"
"PTSCH-32012-96","199.00","0","94"
"PTSCH-42012-108","298.00","0","133"
"PTSCH-42012-120","308.00","0","48"
"PTSCH-42012-84","278.00","0","0"
"PTSCH-42012-96","288.00","0","77"
"PTSCH-52012-108","298.00","0","117"
"PTSCH-52012-120","308.00","0","51"
"PTSCH-52012-84","278.00","0","34"
"PTSCH-52012-96","288.00","0","96"
"PTSCH-72012-108","199.00","0","68"
"PTSCH-72012-120","209.00","0","30"
"PTSCH-72012-84","189.00","0","0"
"PTSCH-72012-96","189.00","0","0"
"PTSCH-ROM-CAS","0.00","0","0"
"PTSCH-ROM-FSL","0.00","0","0"
"PTSCH-ROM-SFL","0.00","0","0"
"PTSCH-SLK211-108","199.00","0","0"
"PTSCH-SLK211-120","209.00","0","0"
"PTSCH-SLK211-84","189.00","0","0"
"PTSCH-SLK211-96","189.00","0","22"
"PTSCH-SLK218-108","298.00","0","117"
"PTSCH-SLK218-120","308.00","0","70"
"PTSCH-SLK218-84","278.00","0","54"
"PTSCH-SLK218-96","288.00","0","143"
"SHCH-EMB20131A-108","99.00","0","0"
"SHCH-EMB20131A-120","104.00","0","0"
"SHCH-EMB20131A-84","89.00","0","0"
"SHCH-EMB20131A-96","94.00","0","0"
"SHCH-EMB20131A-CUS","89.00","0","0"
"SHCH-EMB20131A-SW","0.00","0","176"
"SHCH-EMB20131B-108","99.00","0","0"
"SHCH-EMB20131B-120","104.00","0","0"
"SHCH-EMB20131B-84","89.00","0","0"
"SHCH-EMB20131B-96","94.00","0","0"
"SHCH-EMB20131B-CUS","89.00","0","0"
"SHCH-EMB20131B-SW","0.00","0","168"
"SHCH-EMB20132A-108","99.00","0","71"
"SHCH-EMB20132A-120","104.00","0","20"
"SHCH-EMB20132A-84","89.00","0","21"
"SHCH-EMB20132A-96","94.00","0","94"
"SHCH-EMB20132A-CUS","89.00","0","0"
"SHCH-EMB20132A-SW","0.00","0","184"
"SHCH-EMB20132B-108","99.00","0","77"
"SHCH-EMB20132B-120","104.00","0","34"
"SHCH-EMB20132B-84","89.00","0","38"
"SHCH-EMB20132B-96","94.00","0","43"
"SHCH-EMB20132B-CUS","89.00","0","0"
"SHCH-EMB20132B-SW","0.00","0","187"
"SHCH-EMB20133A-108","108.00","0","95"
"SHCH-EMB20133A-120","113.00","0","0"
"SHCH-EMB20133A-84","98.00","0","10"
"SHCH-EMB20133A-96","103.00","0","63"
"SHCH-EMB20133A-CUS","98.00","0","0"
"SHCH-EMB20133A-SW","0.00","0","186"
"SHCH-EMB20133B-108","108.00","0","78"
"SHCH-EMB20133B-120","113.00","0","9"
"SHCH-EMB20133B-84","98.00","0","0"
"SHCH-EMB20133B-96","103.00","0","167"
"SHCH-EMB20133B-CUS","98.00","0","0"
"SHCH-EMB20133B-SW","0.00","0","182"
"SHCH-EMB20135-108","109.00","0","26"
"SHCH-EMB20135-120","114.00","0","0"
"SHCH-EMB20135-84","99.00","0","0"
"SHCH-EMB20135-96","104.00","0","46"
"SHCH-EMB20135-CUS","99.00","0","0"
"SHCH-EMB20135-SW","0.00","0","175"
"SHCH-EMB20136-108","145.00","0","75"
"SHCH-EMB20136-120","150.00","0","22"
"SHCH-EMB20136-84","135.00","0","0"
"SHCH-EMB20136-96","140.00","0","78"
"SHCH-EMB20136-CUS","135.00","0","0"
"SHCH-EMB20136-SW","0.00","0","184"
"SHCH-EMB20137-108","500.00","0","102"
"SHCH-EMB20137-120","164.00","0","38"
"SHCH-EMB20137-84","149.00","0","34"
"SHCH-EMB20137-96","154.00","0","105"
"SHCH-EMB20137-CUS","149.00","0","0"
"SHCH-EMB20137-SW","0.00","0","187"
"SHCH-EMB20138-108","135.00","0","58"
"SHCH-EMB20138-120","140.00","0","40"
"SHCH-EMB20138-84","125.00","0","21"
"SHCH-EMB20138-96","130.00","0","66"
"SHCH-EMB20138-CUS","125.00","0","0"
"SHCH-EMB20138-SW","0.00","0","170"
"SHCH-EMBOCS3231-108","109.00","0","145"
"SHCH-EMBOCS3231-84","99.00","0","70"
"SHCH-EMBOCS3231-96","104.00","0","146"
"SHCH-EMBOCS3231-CUS","99.00","0","0"
"SHCH-EMBOCS3231-SW","0.00","0","34"
"SHCH-EMBOCS3293-108","109.00","0","124"
"SHCH-EMBOCS3293-84","99.00","0","85"
"SHCH-EMBOCS3293-96","104.00","0","150"
"SHCH-EMBOCS3293-CUS","99.00","0","0"
"SHCH-EMBOCS3293-SW","0.00","0","34"
"SHCH-EMBOCS3595-108","159.00","0","0"
"SHCH-EMBOCS3595-120","164.00","0","13"
"SHCH-EMBOCS3595-84","149.00","0","0"
"SHCH-EMBOCS3595-96","154.00","0","19"
"SHCH-EMBOCS3595-CUS","149.00","0","0"
"SHCH-EMBOCS3595-SW","0.00","0","35"
"SHCH-EMBOCS4084-108","109.00","0","207"
"SHCH-EMBOCS4084-84","99.00","0","133"
"SHCH-EMBOCS4084-96","104.00","0","203"
"SHCH-EMBOCS4084-CUS","99.00","0","0"
"SHCH-EMBOCS4084-SW","0.00","0","34"
"SHCH-LH1211-108","99.00","0","95"
"SHCH-LH1211-84","89.00","0","13"
"SHCH-LH1211-96","94.00","0","90"
"SHCH-LH1222-108","99.00","0","89"
"SHCH-LH1222-84","89.00","0","0"
"SHCH-LH1222-96","94.00","0","88"
"SHCH-LH130-108","99.00","0","129"
"SHCH-LH130-84","89.00","0","73"
"SHCH-LH130-96","94.00","0","136"
"SHCH-LH159-108","99.00","0","124"
"SHCH-LH159-84","89.00","0","60"
"SHCH-LH159-96","94.00","0","124"
"SHCH-LH20132-108","99.00","0","123"
"SHCH-LH20132-84","89.00","0","73"
"SHCH-LH20132-96","94.00","0","90"
"SHCH-LH20133-108","99.00","0","116"
"SHCH-LH20133-84","89.00","0","37"
"SHCH-LH20133-96","94.00","0","71"
"SHCH-LH20134-108","99.00","0","141"
"SHCH-LH20134-84","89.00","0","291"
"SHCH-LH20134-96","94.00","0","138"
"SHCH-LH20135-108","99.00","0","102"
"SHCH-LH20135-84","89.00","0","55"
"SHCH-LH20135-96","94.00","0","83"
"SHCH-LH20136-108","99.00","0","43"
"SHCH-LH20136-84","89.00","0","54"
"SHCH-LH20136-96","94.00","0","80"
"SHCH-LH94A-108","119.00","0","0"
"SHCH-LH94A-84","99.00","0","161"
"SHCH-LH94A-96","109.00","0","224"
"SHCH-LH96-108","99.00","0","121"
"SHCH-LH96-84","89.00","0","52"
"SHCH-LH96-96","94.00","0","103"
"SHCH-LH97-108","99.00","0","93"
"SHCH-LH97-84","89.00","0","31"
"SHCH-LH97-96","94.00","0","101"
"SHCH-LHOCS333-108","99.00","0","134"
"SHCH-LHOCS333-84","89.00","0","85"
"SHCH-LHOCS333-96","94.00","0","138"
"SHCH-ORG1-108-PR","62.99","0","545"
"SHCH-ORG1-120-PR","67.99","0","316"
"SHCH-ORG1-84-PR","49.99","0","196"
"SHCH-ORG1-96-PR","56.99","0","500"
"SHCH-ORG2-108-PR","62.99","0","389"
"SHCH-ORG2-120-PR","67.99","0","116"
"SHCH-ORG2-84-PR","49.99","0","112"
"SHCH-ORG2-96-PR","56.99","0","504"
"SHCH-ORG6-108-PR","62.99","0","268"
"SHCH-ORG6-120-PR","67.99","0","182"
"SHCH-ORG6-84-PR","49.99","0","75"
"SHCH-ORG6-96-PR","56.99","0","217"
"SHCH-OUR1921ASH-108","69.00","0","0"
"SHCH-OUR1921ASH-84","69.00","0","248"
"SHCH-OUR1921ASH-96","69.00","0","155"
"SHCH-OUR1922COC-108","69.00","0","250"
"SHCH-OUR1922COC-84","69.00","0","122"
"SHCH-OUR1922COC-96","69.00","0","2"
"SHCH-OUR1923NAT-108","69.00","0","83"
"SHCH-OUR1923NAT-84","69.00","0","245"
"SHCH-OUR1923NAT-96","69.00","0","53"
"SHCH-OUR1925BLU-108","69.00","0","156"
"SHCH-OUR1925BLU-84","69.00","0","45"
"SHCH-OUR1925BLU-96","69.00","0","0"
"SHCH-VOL1-108-DLDW","0.00","0","0"
"SHCH-VOL1-108-DLSW","62.99","0","0"
"SHCH-VOL1-108-PR","62.99","0","1051"
"SHCH-VOL1-108-SLDW","62.99","0","247"
"SHCH-VOL1-120-DLDW","0.00","0","18"
"SHCH-VOL1-120-DLSW","67.99","0","60"
"SHCH-VOL1-120-PR","67.99","0","547"
"SHCH-VOL1-120-SLDW","67.99","0","151"
"SHCH-VOL1-84-DLDW","0.00","0","0"
"SHCH-VOL1-84-DLSW","49.99","0","0"
"SHCH-VOL1-84-PR","49.99","0","322"
"SHCH-VOL1-84-SLDW","49.99","0","77"
"SHCH-VOL1-96-DLDW","0.00","0","0"
"SHCH-VOL1-96-DLSW","56.99","0","0"
"SHCH-VOL1-96-PR","56.99","0","1082"
"SHCH-VOL1-SW","0.00","0","0"
"SHCH-VOL1-SW","0.60","0","0"
"SHCH-VOL3-108-DLDW","0.00","0","23"
"SHCH-VOL3-108-DLSW","62.99","0","126"
"SHCH-VOL3-108-PR","62.99","0","1536"
"SHCH-VOL3-108-SLDW","62.99","0","217"
"SHCH-VOL3-120-DLDW","0.00","0","42"
"SHCH-VOL3-120-DLSW","67.99","0","66"
"SHCH-VOL3-120-PR","67.99","0","543"
"SHCH-VOL3-120-SLDW","67.99","0","181"
"SHCH-VOL3-84-DLDW","0.00","0","0"
"SHCH-VOL3-84-DLSW","49.99","0","69"
"SHCH-VOL3-84-PR","49.99","0","581"
"SHCH-VOL3-84-SLDW","49.99","0","30"
"SHCH-VOL3-96-DLDW","0.00","0","30"
"SHCH-VOL3-96-DLSW","56.99","0","112"
"SHCH-VOL3-96-PR","56.99","0","1424"
"SHCH-VOL3-96-SLDW","56.99","0","0"
"SHCH-VOL3-SW","0.00","0","0"
"SHCH-VOL3-SW","0.60","0","0"
"SHFLNCH-M011-108","69.00","0","124"
"SHFLNCH-M011-120","74.00","0","17"
"SHFLNCH-M011-84","59.00","0","0"
"SHFLNCH-M011-96","64.00","0","0"
"SHFLNCH-M012-108","69.00","0","180"
"SHFLNCH-M012-120","74.00","0","0"
"SHFLNCH-M012-84","59.00","0","0"
"SHFLNCH-M012-96","64.00","0","150"
"SHFLNCH-M013-108","69.00","0","173"
"SHFLNCH-M013-120","59.00","0","0"
"SHFLNCH-M013-84","59.00","0","0"
"SHFLNCH-M013-96","64.00","0","0"
"SHFLNCH-M015-108","69.00","0","0"
"SHFLNCH-M015-84","59.00","0","40"
"SHFLNCH-M015-96","64.00","0","0"
"SSRW-LF935-108","334.00","0","0"
"SSRW-LF935-120","344.00","0","0"
"SSRW-LF935-84","309.00","0","0"
"SSRW-LF935-96","324.00","0","0"
"SSRW-LF951-108","334.00","0","14"
"SSRW-LF951-120","344.00","0","0"
"SSRW-LF951-84","309.00","0","0"
"SSRW-LF951-96","324.00","0","0"
"SSRW-LF952-108","334.00","0","0"
"SSRW-LF952-120","344.00","0","0"
"SSRW-LF952-84","309.00","0","0"
"SSRW-LF952-96","324.00","0","0"
"SSRW-LF953-108","334.00","0","0"
"SSRW-LF953-120","344.00","0","0"
"SSRW-LF953-84","309.00","0","0"
"SSRW-LF953-96","324.00","0","0"
"SSRW-LF954-108","334.00","0","0"
"SSRW-LF954-120","344.00","0","0"
"SSRW-LF954-84","309.00","0","0"
"SSRW-LF954-96","324.00","0","0"
"SSRW-LF956-108","334.00","0","22"
"SSRW-LF956-120","344.00","0","0"
"SSRW-LF956-84","309.00","0","0"
"SSRW-LF956-96","324.00","0","11"
"SSRW-LF959-108","334.00","0","0"
"SSRW-LF959-120","344.00","0","0"
"SSRW-LF959-84","309.00","0","0"
"SSRW-LF959-96","324.00","0","0"
"SSRW-ROM-CAS","0.00","0","0"
"SSRW-ROM-FSL","0.00","0","0"
"SSRW-ROM-SFL","0.00","0","0"
"VCCH-VET12010-108","0.00","0","56"
"VCCH-VET12010-120","0.00","0","37"
"VCCH-VET12010-84","0.00","0","34"
"VCCH-VET12010-96","0.00","0","59"
"VPCH-110602-108","244.00","0","198"
"VPCH-110602-108-GRBO","244.00","0","189"
"VPCH-110602-120","254.00","0","99"
"VPCH-110602-120-GRBO","254.00","0","93"
"VPCH-110602-84","219.00","0","56"
"VPCH-110602-84-GRBO","219.00","0","67"
"VPCH-110602-96","234.00","0","73"
"VPCH-110602-96-GRBO","234.00","0","155"
"VPCH-120601-108","0.00","0","190"
"VPCH-120601-108-GRBO","0.00","0","114"
"VPCH-120601-120","0.00","0","102"
"VPCH-120601-120-GRBO","0.00","0","73"
"VPCH-120601-84","0.00","0","0"
"VPCH-120601-84-GRBO","0.00","0","58"
"VPCH-120601-96","0.00","0","113"
"VPCH-120601-96-GRBO","0.00","0","92"
"VPCH-120601-CUS","0.00","0","0"
"VPCH-120601-FB","18.00","0","0"
"VPCH-120601-SW","0.00","0","0"
"VPCH-141113-108","169.00","0","18"
"VPCH-141113-120","179.00","0","0"
"VPCH-141113-84","149.00","0","0"
"VPCH-141113-96","159.00","0","161"
"VPCH-145002-108","174.00","0","174"
"VPCH-145002-108-GRBO","174.00","0","0"
"VPCH-145002-120","184.00","0","68"
"VPCH-145002-120-GRBO","184.00","0","31"
"VPCH-145002-84","149.00","0","89"
"VPCH-145002-84-GRBO","149.00","0","0"
"VPCH-145002-96","164.00","0","47"
"VPCH-145002-96-GRBO","164.00","0","0"
"VPCH-184005-108","244.00","0","201"
"VPCH-184005-108-GRBO","244.00","0","139"
"VPCH-184005-120","254.00","0","81"
"VPCH-184005-120-GRBO","254.00","0","48"
"VPCH-184005-84","219.00","0","55"
"VPCH-184005-84-GRBO","219.00","0","14"
"VPCH-184005-96","234.00","0","128"
"VPCH-184005-96-GRBO","234.00","0","218"
"VPCH-190622-108","308.00","0","0"
"VPCH-190622-108-GRBO","308.00","0","111"
"VPCH-190622-120","328.00","0","13"
"VPCH-190622-120-GRBO","328.00","0","12"
"VPCH-190622-84","268.00","0","0"
"VPCH-190622-84-GRBO","268.00","0","0"
"VPCH-190622-96","288.00","0","0"
"VPCH-190622-96-GRBO","288.00","0","106"
"VPCH-190912-108","308.00","0","223"
"VPCH-190912-108-GRBO","308.00","0","87"
"VPCH-190912-120","328.00","0","98"
"VPCH-190912-120-GRBO","328.00","0","37"
"VPCH-190912-84","268.00","0","19"
"VPCH-190912-84-GRBO","268.00","0","0"
"VPCH-190912-96","288.00","0","162"
"VPCH-190912-96-GRBO","288.00","0","100"
"VPCH-192018-108","308.00","0","174"
"VPCH-192018-108-GRBO","308.00","0","64"
"VPCH-192018-120","328.00","0","69"
"VPCH-192018-120-GRBO","328.00","0","36"
"VPCH-192018-84","268.00","0","0"
"VPCH-192018-84-GRBO","268.00","0","0"
"VPCH-192018-96","288.00","0","131"
"VPCH-192018-96-GRBO","288.00","0","68"
"VPCH-192315-108","308.00","0","264"
"VPCH-192315-108-GRBO","308.00","0","265"
"VPCH-192315-120","328.00","0","139"
"VPCH-192315-120-GRBO","328.00","0","110"
"VPCH-192315-84","268.00","0","34"
"VPCH-192315-84-GRBO","268.00","0","83"
"VPCH-192315-96","288.00","0","153"
"VPCH-192315-96-GRBO","288.00","0","257"
"VPCH-193810-96","288.00","0","0"
"VPCH-194007-108","174.00","0","0"
"VPCH-194007-108","174.00","0","62"
"VPCH-194007-108-GRBO","174.00","0","245"
"VPCH-194007-120","184.00","0","0"
"VPCH-194007-120","184.00","0","12"
"VPCH-194007-120-GRBO","184.00","0","92"
"VPCH-194007-84","149.00","0","0"
"VPCH-194007-84","149.00","0","111"
"VPCH-194007-84-GRBO","149.00","0","78"
"VPCH-194007-96","164.00","0","57"
"VPCH-194007-96-GRBO","164.00","0","256"
"VPCH-194023-108","308.00","0","73"
"VPCH-194023-108-GRBO","308.00","0","119"
"VPCH-194023-120","328.00","0","32"
"VPCH-194023-120-GRBO","328.00","0","73"
"VPCH-194023-84","268.00","0","0"
"VPCH-194023-84-GRBO","268.00","0","0"
"VPCH-194023-96","288.00","0","13"
"VPCH-194023-96-GRBO","288.00","0","50"
"VPCH-ROM-CAS","0.00","0","0"
"VPCH-ROM-FSL","0.00","0","0"
"VPCH-ROM-SFL","0.00","0","0"
"VPCH-VET1211-108","369.00","0","146"
"VPCH-VET1211-120","379.00","0","49"
"VPCH-VET1211-84","349.00","0","38"
"VPCH-VET1211-96","359.00","0","76"
"VPCH-VET1212-108","349.00","0","100"
"VPCH-VET1212-120","349.00","0","23"
"VPCH-VET1212-84","349.00","0","57"
"VPCH-VET1212-96","349.00","0","157"
"VPCH-VET1213-108","369.00","0","157"
"VPCH-VET1213-120","379.00","0","62"
"VPCH-VET1213-84","349.00","0","48"
"VPCH-VET1213-96","359.00","0","137"
"VPCH-VET1214-108","369.00","0","107"
"VPCH-VET1214-120","379.00","0","16"
"VPCH-VET1214-84","349.00","0","18"
"VPCH-VET1214-96","359.00","0","59"
"VPCH-VET1215-108","369.00","0","169"
"VPCH-VET1215-120","349.00","0","48"
"VPCH-VET1215-84","349.00","0","14"
"VPCH-VET1215-96","359.00","0","90"
"VPCH-VET1216-108","369.00","0","114"
"VPCH-VET1216-120","379.00","0","26"
"VPCH-VET1216-84","349.00","0","29"
"VPCH-VET1216-96","359.00","0","105"
"VPCH-VET1217-108","369.00","0","214"
"VPCH-VET1217-120","379.00","0","108"
"VPCH-VET1217-84","349.00","0","96"
"VPCH-VET1217-96","359.00","0","205"
"VPCH-VET1218-108","369.00","0","53"
"VPCH-VET1218-120","379.00","0","0"
"VPCH-VET1218-84","349.00","0","25"
"VPCH-VET1218-96","359.00","0","44"
"VPCH-VET1219-108","369.00","0","253"
"VPCH-VET1219-120","379.00","0","168"
"VPCH-VET1219-84","349.00","0","154"
"VPCH-VET1219-96","359.00","0","242"

