SKU,Discontinue,ID
"PRTW-D06B-108","Test by karan","testtt"
"PRTW-D21-120","Test by karan","testtt"
"PRTW-D23-120","Test by karan","testtt"
"PRTW-D24A-108","Test by karan","testtt"
"PRTW-D24A-120","Test by karan","testtt"
"PRTW-D24A-84","Test by karan","testtt"
"PRTW-D24A-96","Test by karan","testtt"
"PRTW-D25-120","Test by karan","testtt"
"PRTW-D26-108","Test by karan","testtt"
"PRTW-D26-120","Test by karan","testtt"
"PRTW-D26-84","Test by karan","testtt"
"PRTW-D26-96","Test by karan","testtt"
"PRTW-D27-108","Test by karan","testtt"
"PRTW-D27-120","Test by karan","testtt"
"PRTW-D27-84","Test by karan","testtt"
"PRTW-D27-96","Test by karan","testtt"
"PRTW-D28-120","Test by karan","testtt"
"PRTW-D29A-120","Test by karan","testtt"
"PRTW-D29B-108","Test by karan","testtt"
"PRTW-D29B-120","Test by karan","testtt"
"PRTW-D29B-84","Test by karan","testtt"
"PRTW-D30-120","Test by karan","testtt"
"PRTW-D30-96","Test by karan","testtt"
"PRTW-D31-108","Test by karan","testtt"
"PRTW-D31-120","Test by karan","testtt"
"PRTW-D31-96","Test by karan","testtt"
"PRTW-D32-108","Test by karan","testtt"
"PRTW-D32-120","Test by karan","testtt"
"PRTW-D32-84","Test by karan","testtt"
"PRTW-D32-96","Test by karan","testtt"
"PRTW-D33-108","Test by karan","testtt"
"PRTW-D33-120","Test by karan","testtt"
"PTCH-JTSP130907-108","Test by karan","testtt"
"PTCH-JTSP130907-120","Test by karan","testtt"
"PTCH-JTSP130907-84","Test by karan","testtt"
"PTCH-JTSP130907-96","Test by karan","testtt"
"PTFFLK-C20A-108","Test by karan","testtt"
"PTFFLK-C20A-120","Test by karan","testtt"
"PTFFLK-C20A-84","Test by karan","testtt"
"PTFFLK-C20A-96","Test by karan","testtt"
"PTFFLK-C20B-108","Test by karan","testtt"
"PTFFLK-C20B-120","Test by karan","testtt"
"PTFFLK-C20B-84","Test by karan","testtt"
"PTFFLK-C20B-96","Test by karan","testtt"
"PTFFLK-C2-108","Test by karan","testtt"
"PTFFLK-C2-120","Test by karan","testtt"
"PTFFLK-C22A-108","Test by karan","testtt"
"PTFFLK-C22A-84","Test by karan","testtt"
"PTFFLK-C22A-96","Test by karan","testtt"
"PTFFLK-C22B-108","Test by karan","testtt"
"PTFFLK-C22B-120","Test by karan","testtt"
"PTFFLK-C22B-84","Test by karan","testtt"
"PTFFLK-C23A-108","Test by karan","testtt"
"PTFFLK-C23A-120","Test by karan","testtt"
"PTFFLK-C23A-84","Test by karan","testtt"
"PTFFLK-C23A-96","Test by karan","testtt"
"PTFFLK-C23B-108","Test by karan","testtt"
"PTFFLK-C23B-120","Test by karan","testtt"
"PTFFLK-C23B-84","Test by karan","testtt"
"PTFFLK-C23B-96","Test by karan","testtt"
"PTFFLK-C25-108","Test by karan","testtt"
"PTFFLK-C25-120","Test by karan","testtt"
"PTFFLK-C25-84","Test by karan","testtt"
"PTFFLK-C25-96","Test by karan","testtt"
"PTFFLK-C26-108","Test by karan","testtt"
"PTFFLK-C26-84","Test by karan","testtt"
"PTFFLK-C26-96","Test by karan","testtt"
"PTFFLK-C2-84","Test by karan","testtt"
"PTFFLK-C2-96","Test by karan","testtt"
"PTFFLK-C30-108","Test by karan","testtt"
"PTFFLK-C30-120","Test by karan","testtt"
"PTFFLK-C30-84","Test by karan","testtt"
"PTFFLK-C30-96","Test by karan","testtt"
"PTFFLK-C5-108","Test by karan","testtt"
"PTFFLK-C5-120","Test by karan","testtt"
"PTFFLK-C5-84","Test by karan","testtt"
"PTFFLK-C5-96","Test by karan","testtt"
"PTFFLK-C7-108","Test by karan","testtt"
"PTFFLK-C7-120","Test by karan","testtt"
"PTFFLK-C7-84","Test by karan","testtt"
"PTFFLK-C7-96","Test by karan","testtt"
"PTSCH-13400-120","Test by karan","testtt"
"PTSCH-13400-84","Test by karan","testtt"
"PTSCH-13401-108","Test by karan","testtt"
"PTSCH-13401-120","Test by karan","testtt"
"PTSCH-13402-108","Test by karan","testtt"
"PTSCH-13402-120","Test by karan","testtt"
"PTSCH-13403-120","Test by karan","testtt"
"PTSCH-13403-84","Test by karan","testtt"
"PTSCH-13404-120","Test by karan","testtt"
"PTSCH-13404-96","Test by karan","testtt"
"SHCH-EMB20135-120","Test by karan","testtt"
"SHCH-EMBOCS3231-108","Test by karan","testtt"
"SHCH-EMBOCS3231-120","Test by karan","testtt"
"SHCH-EMBOCS3293-108","Test by karan","testtt"
"SHCH-EMBOCS3293-120","Test by karan","testtt"
"SHCH-EMBOCS3293-84","Test by karan","testtt"
"SHCH-EMBOCS3595-120","Test by karan","testtt"
"SHCH-EMBOCS3595-96","Test by karan","testtt"
"SHCH-EMBOCS4084-108","Test by karan","testtt"
"SHCH-EMBOCS4084-120","Test by karan","testtt"
"SHCH-EMBOCS4084-84","Test by karan","testtt"
"SHCH-EMBOCS4084-96","Test by karan","testtt"
"SHLNCH-GB1001033-120","Test by karan","testtt"
"PTSCH-11082-50X96","Test by karan","testtt"
"BOCH-KC92-96","Test by karan","testtt"
"PTCH-JTSP202-96","Test by karan","testtt"
"VPCH193810-84","Test by karan","testtt"
"PTC87-84","Test by karan","testtt"
"PTC27-84","Test by karan","testtt"
"ID-224-96","Test by karan","testtt"
"PRCTW-D09-96","Test by karan","testtt"
"PTCH-JTSP206-120","Test by karan","testtt"
"ID5050X120","Test by karan","testtt"
"CZCH-CTZ2-108-BT","Test by karan","testtt"
"CZCH-CTZ11-108-GR","Test by karan","testtt"
"SHLNCH-GB1001032-96","Test by karan","testtt"
"PTC41-108","Test by karan","testtt"
"ID5050X108","Test by karan","testtt"
"VPCH193810-96","Test by karan","testtt"
"PRCTW-D09-108","Test by karan","testtt"
"BOC-19-1725-84","Test by karan","testtt"
"CZCH-CTZ9-96-BT","Test by karan","testtt"
"PTCH-JTSP001-84","Test by karan","testtt"
"PTCH-JTSP209-108","Test by karan","testtt"
"PTCH-JTSP202-84","Test by karan","testtt"
"PTC41-96","Test by karan","testtt"
"VLP154702-96","Test by karan","testtt"
"ID-221-96","Test by karan","testtt"
"PTC100-96","Test by karan","testtt"
"BOC-12-0601-108","Test by karan","testtt"
"BOC-12-0601-120","Test by karan","testtt"
"BOC-12-0601-84","Test by karan","testtt"
"BOC-13-1009-120","Test by karan","testtt"
"BOC-13-1009-84","Test by karan","testtt"
"BOC-13-1009-96","Test by karan","testtt"
"BOC-15-4702-108","Test by karan","testtt"
"BOC-15-4702-84","Test by karan","testtt"
"BOC-15-4702-96","Test by karan","testtt"
"BOC-19-0303-108","Test by karan","testtt"
"BOC-19-0303-120","Test by karan","testtt"
"BOC-19-0303-84","Test by karan","testtt"
"BOC-19-1016-108","Test by karan","testtt"
"BOC-19-1016-120","Test by karan","testtt"
"BOC-19-1016-84","Test by karan","testtt"
"BOC-19-1016-96","Test by karan","testtt"
"BOC-19-1725-120","Test by karan","testtt"
"BOCH-154702-108-GR","Test by karan","testtt"
"BOCH-154702-120-GR","Test by karan","testtt"
"BOCH-154702-84-GR","Test by karan","testtt"
"BOCH-154702-96-GR","Test by karan","testtt"
"BOCH-201303-GR-84","Test by karan","testtt"
"BOCH-KC12-108","Test by karan","testtt"
"BOCH-KC12-120","Test by karan","testtt"
"BOCH-KC12-84","Test by karan","testtt"
"BOCH-KC12-96","Test by karan","testtt"
"BOCH-KC2-108","Test by karan","testtt"
"BOCH-KC2-120","Test by karan","testtt"
"BOCH-KC2-84","Test by karan","testtt"
"BOCH-KC2-96","Test by karan","testtt"
"BOCH-KC3-108","Test by karan","testtt"
"BOCH-KC3-120","Test by karan","testtt"
"BOCH-KC34-120","Test by karan","testtt"
"BOCH-KC34-84","Test by karan","testtt"
"BOCH-KC34-96","Test by karan","testtt"
"BOCH-KC3-84","Test by karan","testtt"
"BOCH-KC3-96","Test by karan","testtt"
"BOCH-KC91C-108","Test by karan","testtt"
"BOCH-KC91C-120","Test by karan","testtt"
"BOCH-KC91C-84","Test by karan","testtt"
"BOCH-KC91C-96","Test by karan","testtt"
"BOCH-KC92-120","Test by karan","testtt"
"BOCH-KC92-84","Test by karan","testtt"
"CE670P803550X108","Test by karan","testtt"
"CE670P803550X96","Test by karan","testtt"
"CE670P816850X108","Test by karan","testtt"
"CZCH-CTZ10-108-BT","Test by karan","testtt"
"CZCH-CTZ10-108-GR","Test by karan","testtt"
"CZCH-CTZ10-120-BT","Test by karan","testtt"
"CZCH-CTZ10-120-GR","Test by karan","testtt"
"CZCH-CTZ10-84-BT","Test by karan","testtt"
"CZCH-CTZ10-84-GR","Test by karan","testtt"
"CZCH-CTZ10-96-BT","Test by karan","testtt"
"CZCH-CTZ10-96-GR","Test by karan","testtt"
"CZCH-CTZ1-108-BT","Test by karan","testtt"
"CZCH-CTZ11-108-BT","Test by karan","testtt"
"CZCH-CTZ11-120-BT","Test by karan","testtt"
"CZCH-CTZ11-120-GR","Test by karan","testtt"
"CZCH-CTZ1-120-BT","Test by karan","testtt"
"CZCH-CTZ11-84-BT","Test by karan","testtt"
"CZCH-CTZ11-84-GR","Test by karan","testtt"
"CZCH-CTZ11-96-BT","Test by karan","testtt"
"CZCH-CTZ11-96-GR","Test by karan","testtt"
"CZCH-CTZ12-108-BT","Test by karan","testtt"
"CZCH-CTZ12-120-BT","Test by karan","testtt"
"CZCH-CTZ12-84-BT","Test by karan","testtt"
"CZCH-CTZ12-96-BT","Test by karan","testtt"
"CZCH-CTZ1-84-BT","Test by karan","testtt"
"CZCH-CTZ1-96-BT","Test by karan","testtt"
"CZCH-CTZ2-120-BT","Test by karan","testtt"
"CZCH-CTZ2-84-BT","Test by karan","testtt"
"CZCH-CTZ2-96-BT","Test by karan","testtt"
"CZCH-CTZ3-108-BT","Test by karan","testtt"
"CZCH-CTZ3-108-GR","Test by karan","testtt"
"CZCH-CTZ3-120-BT","Test by karan","testtt"
"CZCH-CTZ3-120-GR","Test by karan","testtt"
"CZCH-CTZ3-84-BT","Test by karan","testtt"
"CZCH-CTZ3-84-GR","Test by karan","testtt"
"CZCH-CTZ3-96-BT","Test by karan","testtt"
"CZCH-CTZ3-96-GR","Test by karan","testtt"
"CZCH-CTZ4-108-BT","Test by karan","testtt"
"CZCH-CTZ4-108-GR","Test by karan","testtt"
"CZCH-CTZ4-120-BT","Test by karan","testtt"
"CZCH-CTZ4-120-GR","Test by karan","testtt"
"CZCH-CTZ4-84-BT","Test by karan","testtt"
"CZCH-CTZ4-84-GR","Test by karan","testtt"
"CZCH-CTZ4-96-BT","Test by karan","testtt"
"CZCH-CTZ4-96-GR","Test by karan","testtt"
"CZCH-CTZ5-108-BT","Test by karan","testtt"
"CZCH-CTZ5-120-BT","Test by karan","testtt"
"CZCH-CTZ5-84-BT","Test by karan","testtt"
"CZCH-CTZ5-96-BT","Test by karan","testtt"
"CZCH-CTZ6-120-BT","Test by karan","testtt"
"CZCH-CTZ7-108-BT","Test by karan","testtt"
"CZCH-CTZ7-108-GR","Test by karan","testtt"
"CZCH-CTZ7-120-BT","Test by karan","testtt"
"CZCH-CTZ7-120-GR","Test by karan","testtt"
"CZCH-CTZ7-84-BT","Test by karan","testtt"
"CZCH-CTZ7-84-GR","Test by karan","testtt"
"CZCH-CTZ7-96-BT","Test by karan","testtt"
"CZCH-CTZ7-96-GR","Test by karan","testtt"
"CZCH-CTZ8-108-BT","Test by karan","testtt"
"CZCH-CTZ8-108-GR","Test by karan","testtt"
"CZCH-CTZ8-120-BT","Test by karan","testtt"
"CZCH-CTZ8-120-GR","Test by karan","testtt"
"CZCH-CTZ8-84-BT","Test by karan","testtt"
"CZCH-CTZ8-84-GR","Test by karan","testtt"
"CZCH-CTZ8-96-BT","Test by karan","testtt"
"CZCH-CTZ8-96-GR","Test by karan","testtt"
"CZCH-CTZ9-120-BT","Test by karan","testtt"
"CZCH-CTZ9-84-BT","Test by karan","testtt"
"FHLCH-AJ410-GR-108","Test by karan","testtt"
"FHLCH-AJ410-GR-120","Test by karan","testtt"
"FHLCH-AJ410-GR-84","Test by karan","testtt"
"FHLCH-AJ410-GR-96","Test by karan","testtt"
"FHLCH-AJ410-PP-108","Test by karan","testtt"
"FHLCH-AJ410-PP-120","Test by karan","testtt"
"FHLCH-AJ410-PP-96","Test by karan","testtt"
"FHLCH-AJ411-GR-108","Test by karan","testtt"
"FHLCH-AJ411-GR-120","Test by karan","testtt"
"FHLCH-AJ411-GR-84","Test by karan","testtt"
"FHLCH-AJ411-GR-96","Test by karan","testtt"
"FHLCH-AJ411-PP-108","Test by karan","testtt"
"FHLCH-AJ411-PP-120","Test by karan","testtt"
"FHLCH-AJ411-PP-84","Test by karan","testtt"
"FHLCH-AJ411-PP-96","Test by karan","testtt"
"FHLCH-AJ416-GR-108","Test by karan","testtt"
"FHLCH-AJ416-GR-84","Test by karan","testtt"
"FHLCH-AJ416-GR-96","Test by karan","testtt"
"FHLCH-AJ416-PP-108","Test by karan","testtt"
"FHLCH-AJ416-PP-120","Test by karan","testtt"
"FHLCH-AJ416-PP-96","Test by karan","testtt"
"FHLCH-AJ45-GR-108","Test by karan","testtt"
"FHLCH-AJ45-GR-120","Test by karan","testtt"
"FHLCH-AJ45-GR-84","Test by karan","testtt"
"FHLCH-AJ45-GR-96","Test by karan","testtt"
"FHLCH-AJ45-PP-108","Test by karan","testtt"
"FHLCH-AJ45-PP-120","Test by karan","testtt"
"FHLCH-AJ45-PP-84","Test by karan","testtt"
"FHLCH-AJ45-PP-96","Test by karan","testtt"
"FHLCH-NFS13A-108","Test by karan","testtt"
"FHLCH-NFS13A-120","Test by karan","testtt"
"FHLCH-NFS13A-84","Test by karan","testtt"
"FHLCH-NFS13A-96","Test by karan","testtt"
"FHLCH-NFS1A-108","Test by karan","testtt"
"FHLCH-NFS1A-120","Test by karan","testtt"
"FHLCH-NFS1A-84","Test by karan","testtt"
"FHLCH-NFS1A-96","Test by karan","testtt"
"FHLCH-NFS2A-108","Test by karan","testtt"
"FHLCH-NFS2A-120","Test by karan","testtt"
"FHLCH-NFS2A-84","Test by karan","testtt"
"FHLCH-NFS2A-96","Test by karan","testtt"
"FHLCH-NFS3A-108","Test by karan","testtt"
"FHLCH-NFS3A-120","Test by karan","testtt"
"FHLCH-NFS3A-84","Test by karan","testtt"
"FHLCH-NFS3A-96","Test by karan","testtt"
"FHLCH-NFS5A-108","Test by karan","testtt"
"FHLCH-NFS5A-120","Test by karan","testtt"
"FHLCH-NFS5A-84","Test by karan","testtt"
"FHLCH-NFS5A-96","Test by karan","testtt"
"ID12450X108","Test by karan","testtt"
"ID12450X84","Test by karan","testtt"
"ID12450X96","Test by karan","testtt"
"ID150X108","Test by karan","testtt"
"ID150X120","Test by karan","testtt"
"ID150X84","Test by karan","testtt"
"ID20-50X108","Test by karan","testtt"
"ID20-50X120","Test by karan","testtt"
"ID20-50X84","Test by karan","testtt"
"ID-221-108","Test by karan","testtt"
"ID-221-120","Test by karan","testtt"
"ID-221-84","Test by karan","testtt"
"ID-224-108","Test by karan","testtt"
"ID-224-120","Test by karan","testtt"
"ID-224-84","Test by karan","testtt"
"ID3750X120","Test by karan","testtt"
"ID3750X84","Test by karan","testtt"
"ID3750X96","Test by karan","testtt"
"ID5050X84","Test by karan","testtt"
"ID5050X96","Test by karan","testtt"
"ID6850x108","Test by karan","testtt"
"ID6850x120","Test by karan","testtt"
"ID6850x84","Test by karan","testtt"
"ID772750X108","Test by karan","testtt"
"ID772750X120","Test by karan","testtt"
"ID780650X120","Test by karan","testtt"
"ID780650X84","Test by karan","testtt"
"ID790650X108","Test by karan","testtt"
"ID790650X120","Test by karan","testtt"
"ID790650X96","Test by karan","testtt"
"ID950X120","Test by karan","testtt"
"ID950X84","Test by karan","testtt"
"ID950X96","Test by karan","testtt"
"IDN11250X108","Test by karan","testtt"
"IDN11250X84","Test by karan","testtt"
"IDN11250X96","Test by karan","testtt"
"JQCH-2012206-108","Test by karan","testtt"
"JQCH-2012206-120","Test by karan","testtt"
"JQCH-2012206-84","Test by karan","testtt"
"JQCH-2012206-96","Test by karan","testtt"
"JQCH-201234-108","Test by karan","testtt"
"JQCH-201234-120","Test by karan","testtt"
"JQCH-201234-84","Test by karan","testtt"
"JQCH-201234-96","Test by karan","testtt"
"JQCH-20124-108","Test by karan","testtt"
"JQCH-20124-120","Test by karan","testtt"
"JQCH-20124-84","Test by karan","testtt"
"JQCH-20124-96","Test by karan","testtt"
"JQCH-201252-108","Test by karan","testtt"
"JQCH-201252-120","Test by karan","testtt"
"JQCH-201252-84","Test by karan","testtt"
"JQCH-201252-96","Test by karan","testtt"
"JQCH-201269-108","Test by karan","testtt"
"JQCH-201269-120","Test by karan","testtt"
"JQCH-201269-84","Test by karan","testtt"
"JQCH-201269-96","Test by karan","testtt"
"JQCH-20127-108","Test by karan","testtt"
"JQCH-20127-120","Test by karan","testtt"
"JQCH-20127-84","Test by karan","testtt"
"JQCH-20127-96","Test by karan","testtt"
"JQCH-20129-108","Test by karan","testtt"
"JQCH-20129-120","Test by karan","testtt"
"JQCH-201292-108","Test by karan","testtt"
"JQCH-201292-120","Test by karan","testtt"
"JQCH-201292-84","Test by karan","testtt"
"JQCH-201292-96","Test by karan","testtt"
"JQCH-20129-84","Test by karan","testtt"
"JQCH-20129-96","Test by karan","testtt"
"PRCTW-13-108","Test by karan","testtt"
"PRCTW-13-120","Test by karan","testtt"
"PRCTW-13-84","Test by karan","testtt"
"PRCTW-13-96","Test by karan","testtt"
"PRCTW-8-108","Test by karan","testtt"
"PRCTW-8-120","Test by karan","testtt"
"PRCTW-8-84","Test by karan","testtt"
"PRCTW-8-96","Test by karan","testtt"
"PRCTW-D09-120","Test by karan","testtt"
"PRCTW-D09-84","Test by karan","testtt"
"PRTW-D-01-108","Test by karan","testtt"
"PRTW-D-01-120","Test by karan","testtt"
"PRTW-D-01-84","Test by karan","testtt"
"PRTW-D-01-96","Test by karan","testtt"
"PRTW-D-02-120","Test by karan","testtt"
"PRTW-D-05-108","Test by karan","testtt"
"PRTW-D-05-120","Test by karan","testtt"
"PRTW-D-05-84","Test by karan","testtt"
"PRTW-D-05-96","Test by karan","testtt"
"PRTW-D-06A-120","Test by karan","testtt"
"PRTW-D-06B-120","Test by karan","testtt"
"PRTW-D-06B-84","Test by karan","testtt"
"PRTW-D-06B-96","Test by karan","testtt"
"PRTW-D-11-108","Test by karan","testtt"
"PRTW-D-11-120","Test by karan","testtt"
"PRTW-D-11-84","Test by karan","testtt"
"PRTW-D-11-96","Test by karan","testtt"
"PRTW-D-12-108","Test by karan","testtt"
"PRTW-D-12-120","Test by karan","testtt"
"PRTW-D-15-108","Test by karan","testtt"
"PRTW-D-15-120","Test by karan","testtt"
"PRTW-D-15-84","Test by karan","testtt"
"PRTW-D-17-108","Test by karan","testtt"
"PRTW-D-17-120","Test by karan","testtt"
"PRTW-D-17-84","Test by karan","testtt"
"PRTW-D-17-96","Test by karan","testtt"
"PTC003-108","Test by karan","testtt"
"PTC003-120","Test by karan","testtt"
"PTC003-84","Test by karan","testtt"
"PTC003-96","Test by karan","testtt"
"PTC100-108","Test by karan","testtt"
"PTC100-120","Test by karan","testtt"
"PTC100-84","Test by karan","testtt"
"PTC102-120","Test by karan","testtt"
"PTC102-84","Test by karan","testtt"
"PTC112-108","Test by karan","testtt"
"PTC112-120","Test by karan","testtt"
"PTC112-84","Test by karan","testtt"
"PTC112-96","Test by karan","testtt"
"PTC27-120","Test by karan","testtt"
"PTC41-84","Test by karan","testtt"
"PTC5-84","Test by karan","testtt"
"PTC5-96","Test by karan","testtt"
"PTC67-120","Test by karan","testtt"
"PTC87-120","Test by karan","testtt"
"PTC87-96","Test by karan","testtt"
"PTCRM50X108","Test by karan","testtt"
"PTCRM50X120","Test by karan","testtt"
"PTCRM50X84","Test by karan","testtt"
"PTESP50X120","Test by karan","testtt"
"PTESP50X96","Test by karan","testtt"
"PTFS-1-2012-108","Test by karan","testtt"
"PTFS-1-2012-120","Test by karan","testtt"
"PTFS-3-2012-120","Test by karan","testtt"
"PTFS-4-2012-120","Test by karan","testtt"
"PTFS60650X108","Test by karan","testtt"
"PTFS60650X120","Test by karan","testtt"
"PTFS60650X84","Test by karan","testtt"
"PTFS60750X120","Test by karan","testtt"
"PTFS60750X84","Test by karan","testtt"
"PTS70350X120","Test by karan","testtt"
"PTS70450X108","Test by karan","testtt"
"PTS70450X120","Test by karan","testtt"
"PT-SLK122-108","Test by karan","testtt"
"PT-SLK122-84","Test by karan","testtt"
"PTS-SLK137-120","Test by karan","testtt"
"SHFLNCH-M018-108","Test by karan","testtt"
"SHFLNCH-M018-120","Test by karan","testtt"
"SHFLNCH-M018-84","Test by karan","testtt"
"SHFLNCH-M018-96","Test by karan","testtt"
"SHLNCH-GB1001031-108","Test by karan","testtt"
"SHLNCH-GB1001031-96","Test by karan","testtt"
"SHLNCH-GB1001032-108","Test by karan","testtt"
"SHLNCH-GB1001032-120","Test by karan","testtt"
"SHLNCH-GB1001033-84","Test by karan","testtt"
"VLP12060-120","Test by karan","testtt"
"VLP154702-108","Test by karan","testtt"
"VLP154702-120","Test by karan","testtt"
"VLP190912-120","Test by karan","testtt"
"VLP192315-108","Test by karan","testtt"
"VLP194007-84","Test by karan","testtt"
"VLP194007-96","Test by karan","testtt"
"VLP194023-96","Test by karan","testtt"
"VPCH-141314-108","Test by karan","testtt"
"VPCH-141314-96","Test by karan","testtt"
"VPCH145002-84","Test by karan","testtt"
"VPCH190622-120","Test by karan","testtt"
"VPCH190622-84","Test by karan","testtt"
"VPCH193810-108","Test by karan","testtt"
"VPCH193810-120","Test by karan","testtt"
"ZPTWHI46X108","Test by karan","testtt"
"ZPTWHI46X120","Test by karan","testtt"
"PTCH-JTSP207-84","Test by karan","testtt"
"PTCH-JTSP005-50X96","Test by karan","testtt"
"PTSCH-11082-50X108","Test by karan","testtt"
"PTCH-JTSP207-108","Test by karan","testtt"
"PTCH-JTSP208-108","Test by karan","testtt"
"PTCH-JTSP203-96","Test by karan","testtt"
"PTCH-JTSP206-108","Test by karan","testtt"
"JQCH-HANB5C-96","Test by karan","testtt"
"JQCH-HANB5B-96","Test by karan","testtt"
"VCCH-VET1205-108","Test by karan","testtt"
"JQCH-HANB5A-96","Test by karan","testtt"
"JQCH-HANB6-108","Test by karan","testtt"
"JQCH-HANB13B-108","Test by karan","testtt"
"BOCH-KC7-50X120","Test by karan","testtt"
"JQCH-HANB6-120","Test by karan","testtt"
"VCCH-VET1204-84","Test by karan","testtt"
"JQCH-HANB6-96","Test by karan","testtt"
"JQCH-HANB5C-108","Test by karan","testtt"
"PTCH-JTSP005-50X108","Test by karan","testtt"
"SHFLNCH-M011-50X84","Test by karan","testtt"
"PTSCH-11098-50X108","Test by karan","testtt"
"JQCH-HANB3B-96","Test by karan","testtt"
"JQCH-HANB13D-108","Test by karan","testtt"
"PTCH-JTSP203-84","Test by karan","testtt"
"PTCH-JTSP209-84","Test by karan","testtt"
"JQCH-HANB1A-120","Test by karan","testtt"
"JQCH-HANB5B-84","Test by karan","testtt"
"JQCH-HANB6-84","Test by karan","testtt"
"JQCH-HANB13B-84","Test by karan","testtt"
"BOCH-120601-108","Test by karan","testtt"
"BOCH-120601-108-GR","Test by karan","testtt"
"BOCH-120601-120","Test by karan","testtt"
"BOCH-120601-120-GR","Test by karan","testtt"
"BOCH-120601-84","Test by karan","testtt"
"BOCH-120601-84-GR","Test by karan","testtt"
"BOCH-120601-96","Test by karan","testtt"
"BOCH-120601-96-GR","Test by karan","testtt"
"BOCH-131009-108","Test by karan","testtt"
"BOCH-131009-108-GR","Test by karan","testtt"
"BOCH-131009-120","Test by karan","testtt"
"BOCH-131009-120-GR","Test by karan","testtt"
"BOCH-131009-84","Test by karan","testtt"
"BOCH-131009-84-GR","Test by karan","testtt"
"BOCH-131009-96","Test by karan","testtt"
"BOCH-131009-96-GR","Test by karan","testtt"
"BOCH-154702-108","Test by karan","testtt"
"BOCH-154702-108-GR","Test by karan","testtt"
"BOCH-154702-120","Test by karan","testtt"
"BOCH-154702-120-GR","Test by karan","testtt"
"BOCH-154702-84","Test by karan","testtt"
"BOCH-154702-84-GR","Test by karan","testtt"
"BOCH-154702-96","Test by karan","testtt"
"BOCH-154702-96-GR","Test by karan","testtt"
"BOCH-174402-108","Test by karan","testtt"
"BOCH-174402-108-GR","Test by karan","testtt"
"BOCH-174402-120","Test by karan","testtt"
"BOCH-174402-120-GR","Test by karan","testtt"
"BOCH-174402-84","Test by karan","testtt"
"BOCH-174402-84-GR","Test by karan","testtt"
"BOCH-174402-96","Test by karan","testtt"
"BOCH-174402-96-GR","Test by karan","testtt"
"BOCH-190303-108","Test by karan","testtt"
"BOCH-190303-108-GR","Test by karan","testtt"
"BOCH-190303-120","Test by karan","testtt"
"BOCH-190303-120-GR","Test by karan","testtt"
"BOCH-190303-84","Test by karan","testtt"
"BOCH-190303-84-GR","Test by karan","testtt"
"BOCH-190303-96","Test by karan","testtt"
"BOCH-190303-96-GR","Test by karan","testtt"
"BOCH-191016-108","Test by karan","testtt"
"BOCH-191016-108-GR","Test by karan","testtt"
"BOCH-191016-120","Test by karan","testtt"
"BOCH-191016-120-GR","Test by karan","testtt"
"BOCH-191016-84","Test by karan","testtt"
"BOCH-191016-84-GR","Test by karan","testtt"
"BOCH-191016-96","Test by karan","testtt"
"BOCH-191016-96-GR","Test by karan","testtt"
"BOCH-193810-108","Test by karan","testtt"
"BOCH-193810-108-GR","Test by karan","testtt"
"BOCH-193810-120","Test by karan","testtt"
"BOCH-193810-120-GR","Test by karan","testtt"
"BOCH-193810-84","Test by karan","testtt"
"BOCH-193810-84-GR","Test by karan","testtt"
"BOCH-193810-96","Test by karan","testtt"
"BOCH-193810-96-GR","Test by karan","testtt"
"BOCH-201303-108","Test by karan","testtt"
"BOCH-201303-120","Test by karan","testtt"
"BOCH-201303-84","Test by karan","testtt"
"BOCH-201303-84-GR","Test by karan","testtt"
"BOCH-201303-96","Test by karan","testtt"
"BOCH-KC1-108","Test by karan","testtt"
"BOCH-KC1-120","Test by karan","testtt"
"BOCH-KC1-84","Test by karan","testtt"
"BOCH-KC1-96","Test by karan","testtt"
"BOCH-KC12-108","Test by karan","testtt"
"BOCH-KC12-120","Test by karan","testtt"
"BOCH-KC12-84","Test by karan","testtt"
"BOCH-KC12-96","Test by karan","testtt"
"BOCH-KC2-108","Test by karan","testtt"
"BOCH-KC2-120","Test by karan","testtt"
"BOCH-KC2-84","Test by karan","testtt"
"BOCH-KC2-96","Test by karan","testtt"
"BOCH-KC20-108","Test by karan","testtt"
"BOCH-KC20-120","Test by karan","testtt"
"BOCH-KC20-84","Test by karan","testtt"
"BOCH-KC20-96","Test by karan","testtt"
"BOCH-KC21-108","Test by karan","testtt"
"BOCH-KC21-120","Test by karan","testtt"
"BOCH-KC21-84","Test by karan","testtt"
"BOCH-KC21-96","Test by karan","testtt"
"BOCH-KC22-108","Test by karan","testtt"
"BOCH-KC22-120","Test by karan","testtt"
"BOCH-KC22-84","Test by karan","testtt"
"BOCH-KC22-96","Test by karan","testtt"
"BOCH-KC23-108","Test by karan","testtt"
"BOCH-KC23-120","Test by karan","testtt"
"BOCH-KC23-84","Test by karan","testtt"
"BOCH-KC23-96","Test by karan","testtt"
"BOCH-KC24-108","Test by karan","testtt"
"BOCH-KC24-120","Test by karan","testtt"
"BOCH-KC24-84","Test by karan","testtt"
"BOCH-KC24-96","Test by karan","testtt"
"BOCH-KC25-108","Test by karan","testtt"
"BOCH-KC25-120","Test by karan","testtt"
"BOCH-KC25-84","Test by karan","testtt"
"BOCH-KC25-96","Test by karan","testtt"
"BOCH-KC26-108","Test by karan","testtt"
"BOCH-KC26-120","Test by karan","testtt"
"BOCH-KC26-84","Test by karan","testtt"
